year,month,date,state_name,cases_new,cases_retreated,rifampicin_resistant_new,rifampicin_resistant_retreated,data_type,note
2017,8,2017-08-01,Delhi,205027,26769,12394,1455,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Delhi,241195,31512,14104,1604,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Delhi,273842,37912,15198,1960,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Delhi,286123,27609,14862,1801,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Delhi,281923,26765,13556,1681,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Delhi,236898,27294,12724,1510,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Delhi,206544,30591,11367,1665,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Delhi,178666,23932,9973,1314,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Delhi,161960,24087,8561,1242,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Delhi,169617,22870,7945,1141,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Delhi,169428,20884,9759,1277,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Delhi,198054,22343,9877,1322,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Delhi,197774,29402,10813,1546,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Delhi,252094,26609,13432,1617,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Delhi,237621,34301,14961,1712,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Delhi,277296,37372,14080,1967,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Delhi,234012,28225,15071,1692,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Delhi,254900,23290,12345,1265,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Delhi,193540,30377,11884,1611,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Delhi,190414,23864,11555,1500,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Delhi,167460,21414,8511,1184,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Delhi,158931,15705,8343,884,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Delhi,166964,21902,9269,1126,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Delhi,208474,27866,9654,1311,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Delhi,212752,25502,12536,1663,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Delhi,259505,25011,14145,1641,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Delhi,248086,28873,14517,1420,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Delhi,277103,35337,15739,1902,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Delhi,272789,35880,15413,1902,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Delhi,215579,31338,11919,1560,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Delhi,219162,25292,12290,1465,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Delhi,180657,22965,11272,1460,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Delhi,165104,18328,8507,1040,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Delhi,146749,15735,9211,877,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Delhi,158622,21242,10013,1101,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Delhi,208510,22063,11371,1267,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Delhi,210102,23185,11566,1282,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Delhi,246397,33642,12638,1757,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Delhi,244663,26208,13414,1416,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Delhi,277255,33430,15840,2111,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Delhi,277170,24484,13335,1413,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Delhi,233326,24567,13495,1501,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Delhi,198763,22353,12004,1380,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Delhi,191739,24187,9745,1569,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Delhi,167086,23764,8448,1236,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Delhi,169221,18400,8548,1163,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Delhi,167210,19302,8833,1247,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Delhi,174106,26449,9763,1365,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Delhi,212231,26643,10804,1502,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Delhi,271653,28409,14639,1468,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Delhi,248718,29978,14584,1882,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Delhi,264074,37266,14660,1800,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Delhi,280547,35441,13497,1946,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Delhi,243354,36427,14029,1811,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Delhi,211409,24999,12716,1305,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Delhi,195683,30258,10390,1627,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Delhi,159312,25281,9733,1193,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Delhi,152557,19635,8993,1050,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Delhi,160720,17937,8892,1055,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Delhi,174463,24488,10231,1294,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Delhi,229342,23981,12042,1460,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Delhi,248567,30209,14971,1545,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Delhi,260879,28133,15653,1705,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Delhi,275876,39705,16321,1995,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Delhi,236034,25579,12921,1485,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Delhi,254056,34257,12852,1637,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Delhi,212818,28483,12246,1781,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Delhi,201668,25443,10782,1643,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Delhi,178367,22242,8666,1177,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Delhi,155847,15732,8974,948,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Delhi,163412,19625,9809,966,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Delhi,209476,26392,11455,1589,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Delhi,204997,26332,12470,1422,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Delhi,233109,33070,14248,1851,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Delhi,274423,40966,13067,2127,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Delhi,278017,33983,16125,2088,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Delhi,270188,32095,14114,1639,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Gujarat,1073132,141325,78560,9381,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Gujarat,849518,95086,71333,7005,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Gujarat,828264,98366,62149,7927,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Gujarat,680759,103075,55729,7035,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Gujarat,708031,90143,51861,7470,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Gujarat,664207,87163,55538,6606,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Gujarat,881429,92997,55187,6259,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Gujarat,889903,91128,70132,7167,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Gujarat,1118719,146678,79591,11914,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Gujarat,1144009,126774,77647,10006,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Gujarat,1165043,120622,84918,9135,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Gujarat,1087469,113824,72302,8964,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Gujarat,976065,130957,66073,9470,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Gujarat,875793,128745,70886,9682,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Gujarat,837202,90566,59759,6390,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Gujarat,719154,81240,50985,5252,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Gujarat,704329,98404,50255,6400,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Gujarat,713552,84728,54288,6607,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Gujarat,872101,83548,53678,6619,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Gujarat,971434,131750,59866,9799,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Gujarat,1124453,105768,75622,8472,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Gujarat,1125042,132438,75735,10295,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Gujarat,1067296,165396,83415,12397,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Gujarat,1032310,138887,80747,10389,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Gujarat,1085547,116401,78884,8758,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Gujarat,848144,106966,63317,8255,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Gujarat,819440,114367,56565,9155,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Gujarat,792304,87606,55720,7036,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Gujarat,628720,76713,46383,6212,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Gujarat,781303,100933,54725,7251,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Gujarat,740887,94382,62746,6957,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Gujarat,881883,110613,68599,8388,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Gujarat,959835,148930,74343,11284,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Gujarat,1148102,139985,77329,9712,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Gujarat,1256608,120992,89090,9120,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Gujarat,1061790,128058,87088,9088,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Gujarat,932809,140161,70134,10358,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Gujarat,906809,133209,59253,9177,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Gujarat,850924,91436,62023,5796,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Gujarat,758813,74076,49448,5301,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Gujarat,669207,98646,50156,6558,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Gujarat,685418,96670,48481,6134,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Gujarat,802963,79042,58281,6501,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Gujarat,880936,94763,63710,7562,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Gujarat,1091861,130538,72690,9474,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Gujarat,1045052,147107,74652,9058,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Gujarat,1212848,169596,89576,12042,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Gujarat,1137014,158160,79801,10299,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Gujarat,1111269,128058,77258,11016,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Gujarat,935343,119968,64482,9884,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Gujarat,840344,86224,54822,6047,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Gujarat,673506,90077,52638,6973,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Gujarat,655184,95083,49816,7544,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Gujarat,698840,101431,46899,6718,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Gujarat,786927,122666,62013,7937,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Gujarat,826228,129231,61728,8954,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Gujarat,1142181,150046,74779,10975,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Gujarat,1132081,147901,73112,9202,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Gujarat,1046463,141662,90975,11560,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Gujarat,1174660,164966,77521,12773,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Gujarat,1083308,122639,65632,8744,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Gujarat,841488,91731,60057,6849,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Gujarat,839248,119263,57889,8437,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Gujarat,747564,89042,54518,6208,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Gujarat,629527,107321,46582,7466,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Gujarat,687801,79199,47868,6101,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Gujarat,806896,130522,61713,8668,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Gujarat,911188,106507,70701,6607,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Gujarat,1070969,143170,75399,10348,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Gujarat,1162714,128731,77003,9338,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Gujarat,1117548,110058,79338,9126,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Gujarat,1000268,116568,85100,8669,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Gujarat,1069825,139272,66055,10546,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Gujarat,907197,123736,62743,10194,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Gujarat,870261,106185,64431,8509,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Gujarat,790589,90199,50724,6206,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Gujarat,628856,74584,49289,4703,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Gujarat,659369,102132,53138,7618,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Gujarat,855388,84140,60167,6749,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Gujarat,897170,102166,63273,7493,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Gujarat,1041041,150158,79848,10464,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Gujarat,1196948,147173,76261,11594,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Gujarat,1232903,170590,90459,11811,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Gujarat,1205451,119720,83915,8311,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Haryana,415659,52784,23824,3132,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Haryana,393833,52309,21261,2800,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Haryana,342629,31106,17353,2179,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Haryana,271041,32976,18352,1695,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Haryana,265270,35144,16350,2039,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Haryana,300900,34852,18108,2255,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Haryana,358481,43777,17957,2455,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Haryana,340212,41989,20447,2404,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Haryana,413716,42446,22440,2697,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Haryana,463025,55723,28361,3173,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Haryana,471374,51887,27499,2775,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Haryana,435469,53271,24739,2812,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Haryana,438889,53897,22141,3423,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Haryana,404204,49873,23187,3088,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Haryana,354174,43978,19902,2156,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Haryana,267152,43290,16306,2673,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Haryana,298010,39916,15904,2155,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Haryana,315586,29206,16908,1807,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Haryana,303700,33848,18643,2307,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Haryana,369683,39978,21277,2403,synthetic_demo,Synthetic data for framework demonstration only
2018,9,2018-09-01,Haryana,396630,53133,26269,2753,synthetic_demo,Synthetic data for framework demonstration only
2018,10,2018-10-01,Haryana,442330,57716,26769,3387,synthetic_demo,Synthetic data for framework demonstration only
2018,11,2018-11-01,Haryana,479487,61350,26672,3391,synthetic_demo,Synthetic data for framework demonstration only
2018,12,2018-12-01,Haryana,466733,46441,27240,3049,synthetic_demo,Synthetic data for framework demonstration only
2019,1,2019-01-01,Haryana,374196,49810,21289,2742,synthetic_demo,Synthetic data for framework demonstration only
2019,2,2019-02-01,Haryana,334033,50470,20759,3278,synthetic_demo,Synthetic data for framework demonstration only
2019,3,2019-03-01,Haryana,301354,44054,17475,2944,synthetic_demo,Synthetic data for framework demonstration only
2019,4,2019-04-01,Haryana,279524,41255,16862,2443,synthetic_demo,Synthetic data for framework demonstration only
2019,5,2019-05-01,Haryana,293274,33606,17260,2232,synthetic_demo,Synthetic data for framework demonstration only
2019,6,2019-06-01,Haryana,289074,40536,15629,2133,synthetic_demo,Synthetic data for framework demonstration only
2019,7,2019-07-01,Haryana,324551,37910,18377,2303,synthetic_demo,Synthetic data for framework demonstration only
2019,8,2019-08-01,Haryana,394624,46442,19466,2670,synthetic_demo,Synthetic data for framework demonstration only
2019,9,2019-09-01,Haryana,434161,57352,25066,3314,synthetic_demo,Synthetic data for framework demonstration only
2019,10,2019-10-01,Haryana,474630,70262,25577,3888,synthetic_demo,Synthetic data for framework demonstration only
2019,11,2019-11-01,Haryana,505064,55079,25677,3165,synthetic_demo,Synthetic data for framework demonstration only
2019,12,2019-12-01,Haryana,419191,62548,24272,3498,synthetic_demo,Synthetic data for framework demonstration only
2020,1,2020-01-01,Haryana,404012,46889,22088,3165,synthetic_demo,Synthetic data for framework demonstration only
2020,2,2020-02-01,Haryana,395951,50481,21626,2829,synthetic_demo,Synthetic data for framework demonstration only
2020,3,2020-03-01,Haryana,358441,29803,19692,2017,synthetic_demo,Synthetic data for framework demonstration only
2020,4,2020-04-01,Haryana,278390,31416,15445,1863,synthetic_demo,Synthetic data for framework demonstration only
2020,5,2020-05-01,Haryana,281787,30787,14596,1796,synthetic_demo,Synthetic data for framework demonstration only
2020,6,2020-06-01,Haryana,314309,38351,17510,2264,synthetic_demo,Synthetic data for framework demonstration only
2020,7,2020-07-01,Haryana,358735,46726,19076,2521,synthetic_demo,Synthetic data for framework demonstration only
2020,8,2020-08-01,Haryana,399596,37962,20562,2343,synthetic_demo,Synthetic data for framework demonstration only
2020,9,2020-09-01,Haryana,442996,64748,26473,3736,synthetic_demo,Synthetic data for framework demonstration only
2020,10,2020-10-01,Haryana,430477,54461,25814,3356,synthetic_demo,Synthetic data for framework demonstration only
2020,11,2020-11-01,Haryana,423645,51620,25024,3225,synthetic_demo,Synthetic data for framework demonstration only
2020,12,2020-12-01,Haryana,456519,47051,25439,2709,synthetic_demo,Synthetic data for framework demonstration only
2021,1,2021-01-01,Haryana,440721,40130,24042,2573,synthetic_demo,Synthetic data for framework demonstration only
2021,2,2021-02-01,Haryana,354697,38966,20852,2385,synthetic_demo,Synthetic data for framework demonstration only
2021,3,2021-03-01,Haryana,337379,44570,17325,2795,synthetic_demo,Synthetic data for framework demonstration only
2021,4,2021-04-01,Haryana,311103,30725,15593,1933,synthetic_demo,Synthetic data for framework demonstration only
2021,5,2021-05-01,Haryana,291855,32461,16841,2103,synthetic_demo,Synthetic data for framework demonstration only
2021,6,2021-06-01,Haryana,304377,33203,16332,2017,synthetic_demo,Synthetic data for framework demonstration only
2021,7,2021-07-01,Haryana,339720,41419,18246,2368,synthetic_demo,Synthetic data for framework demonstration only
2021,8,2021-08-01,Haryana,384918,49938,19342,2974,synthetic_demo,Synthetic data for framework demonstration only
2021,9,2021-09-01,Haryana,392454,56754,22750,3366,synthetic_demo,Synthetic data for framework demonstration only
2021,10,2021-10-01,Haryana,418900,57641,28156,3354,synthetic_demo,Synthetic data for framework demonstration only
2021,11,2021-11-01,Haryana,499678,68276,27521,3697,synthetic_demo,Synthetic data for framework demonstration only
2021,12,2021-12-01,Haryana,470241,53937,26713,3181,synthetic_demo,Synthetic data for framework demonstration only
2022,1,2022-01-01,Haryana,403958,47110,24961,2927,synthetic_demo,Synthetic data for framework demonstration only
2022,2,2022-02-01,Haryana,339553,47841,22635,2869,synthetic_demo,Synthetic data for framework demonstration only
2022,3,2022-03-01,Haryana,310687,47557,20631,2949,synthetic_demo,Synthetic data for framework demonstration only
2022,4,2022-04-01,Haryana,318924,43503,17102,2305,synthetic_demo,Synthetic data for framework demonstration only
2022,5,2022-05-01,Haryana,289732,35204,16373,2099,synthetic_demo,Synthetic data for framework demonstration only
2022,6,2022-06-01,Haryana,305088,46562,16307,2591,synthetic_demo,Synthetic data for framework demonstration only
2022,7,2022-07-01,Haryana,338572,37280,19267,1860,synthetic_demo,Synthetic data for framework demonstration only
2022,8,2022-08-01,Haryana,397137,42158,20690,2470,synthetic_demo,Synthetic data for framework demonstration only
2022,9,2022-09-01,Haryana,458977,43518,27122,2559,synthetic_demo,Synthetic data for framework demonstration only
2022,10,2022-10-01,Haryana,453732,59179,28382,3995,synthetic_demo,Synthetic data for framework demonstration only
2022,11,2022-11-01,Haryana,465874,75190,29169,3842,synthetic_demo,Synthetic data for framework demonstration only
2022,12,2022-12-01,Haryana,441537,44476,26851,2712,synthetic_demo,Synthetic data for framework demonstration only
2023,1,2023-01-01,Haryana,410777,54659,23035,3479,synthetic_demo,Synthetic data for framework demonstration only
2023,2,2023-02-01,Haryana,347671,44910,20773,2750,synthetic_demo,Synthetic data for framework demonstration only
2023,3,2023-03-01,Haryana,345872,36532,20935,2160,synthetic_demo,Synthetic data for framework demonstration only
2023,4,2023-04-01,Haryana,274177,32618,16254,1988,synthetic_demo,Synthetic data for framework demonstration only
2023,5,2023-05-01,Haryana,245002,39636,16182,2302,synthetic_demo,Synthetic data for framework demonstration only
2023,6,2023-06-01,Haryana,287789,41951,16979,2489,synthetic_demo,Synthetic data for framework demonstration only
2023,7,2023-07-01,Haryana,329485,50613,20905,3038,synthetic_demo,Synthetic data for framework demonstration only
2023,8,2023-08-01,Haryana,333005,54779,20307,2919,synthetic_demo,Synthetic data for framework demonstration only
2023,9,2023-09-01,Haryana,404874,43041,24657,2801,synthetic_demo,Synthetic data for framework demonstration only
2023,10,2023-10-01,Haryana,435723,47219,24368,2431,synthetic_demo,Synthetic data for framework demonstration only
2023,11,2023-11-01,Haryana,437005,66406,26371,3978,synthetic_demo,Synthetic data for framework demonstration only
2023,12,2023-12-01,Haryana,404011,47818,26877,2680,synthetic_demo,Synthetic data for framework demonstration only
2017,1,2017-01-01,Jharkhand,726260,104428,91129,12356,synthetic_demo,Synthetic data for framework demonstration only
2017,2,2017-02-01,Jharkhand,730177,85052,99092,11039,synthetic_demo,Synthetic data for framework demonstration only
2017,3,2017-03-01,Jharkhand,597032,87340,77163,11794,synthetic_demo,Synthetic data for framework demonstration only
2017,4,2017-04-01,Jharkhand,602519,76720,65279,10461,synthetic_demo,Synthetic data for framework demonstration only
2017,5,2017-05-01,Jharkhand,577323,63374,68430,8658,synthetic_demo,Synthetic data for framework demonstration only
2017,6,2017-06-01,Jharkhand,590587,71564,71949,9387,synthetic_demo,Synthetic data for framework demonstration only
2017,7,2017-07-01,Jharkhand,635327,83924,80111,11737,synthetic_demo,Synthetic data for framework demonstration only
2017,8,2017-08-01,Jharkhand,658443,79854,83372,9234,synthetic_demo,Synthetic data for framework demonstration only
2017,9,2017-09-01,Jharkhand,776231,99079,104704,12868,synthetic_demo,Synthetic data for framework demonstration only
2017,10,2017-10-01,Jharkhand,809954,110995,108656,14614,synthetic_demo,Synthetic data for framework demonstration only
2017,11,2017-11-01,Jharkhand,848220,120762,124416,16788,synthetic_demo,Synthetic data for framework demonstration only
2017,12,2017-12-01,Jharkhand,878815,96318,110911,11811,synthetic_demo,Synthetic data for framework demonstration only
2018,1,2018-01-01,Jharkhand,851270,114881,100480,12952,synthetic_demo,Synthetic data for framework demonstration only
2018,2,2018-02-01,Jharkhand,745372,82368,94866,9803,synthetic_demo,Synthetic data for framework demonstration only
2018,3,2018-03-01,Jharkhand,640402,89119,89655,12215,synthetic_demo,Synthetic data for framework demonstration only
2018,4,2018-04-01,Jharkhand,615071,70970,74471,9305,synthetic_demo,Synthetic data for framework demonstration only
2018,5,2018-05-01,Jharkhand,517875,58580,64391,7291,synthetic_demo,Synthetic data for framework demonstration only
2018,6,2018-06-01,Jharkhand,593270,77455,73305,10526,synthetic_demo,Synthetic data for framework demonstration only
2018,7,2018-07-01,Jharkhand,605019,62818,87057,8344,synthetic_demo,Synthetic data for framework demonstration only
2018,8,2018-08-01,Jharkhand,764000,111685,88598,12796,synthetic_demo,Synthetic data for framework demonstration only
