pmid,title,journal,year,authors,abstract
33600431,"Treatment outcomes of children and adolescents receiving drug-resistant TB treatment in a routine TB programme, Mumbai, India.",PloS one,2021,Dhakulkar S; Das M; Sutar N; Oswal V; Shah D; Ravi S; Vengurlekar D; Chavan V; Rebello L; Meneguim AC; Iyer A; Mansoor H; Kalon S; Acharya S; Ferlazzo G; Isaakidis P; Thakur HP,"Childhood and adolescent drug-resistant TB (DR-TB) is one of the neglected infectious diseases. Limited evidence exists around programmatic outcomes of children and adolescents receiving DR-TB treatment. The study aimed to determine the final treatment outcomes, culture conversion rates and factors associated with unsuccessful treatment outcome in children and adolescents with DR-TB. This is a descriptive study including children (0-9 years) and adolescents (10-19 years) with DR-TB were who were initiated on ambulatory based treatment between January 2017-June 2018 in Shatabdi hospital, Mumbai, India where National TB elimination programme(NTEP) Mumbai collaborates with chest physicians and Médecins Sans Frontières(MSF) in providing comprehensive care to DR-TB patients. The patients with available end-of-treatment outcomes were included. The data was censored on February 2020. A total of 268 patients were included; 16 (6%) of them were children (0-9 years). The median(min-max) age was 17(4-19) years and 192 (72%) were females. Majority (199, 74%) had pulmonary TB. Most (58%) had MDR-TB while 42% had fluoroquinolone-resistant TB. The median(IQR) duration of treatment (n = 239) was 24(10-25) months. Median(IQR) time for culture-conversion (n = 128) was 3(3-4) months. Of 268 patients, 166(62%) had successful end-of-treatment outcomes (cured-112; completed treatment-54). Children below 10 years had higher proportion of successful treatment outcomes (94% versus 60%) compared to adolescents. Patients with undernutrition [adjusted odds-ratio, aOR (95% Confidence Interval, 95%CI): 2.5 (1.3-4.8) or those with XDR-TB [aOR (95% CI): 4.3 (1.3-13.8)] had higher likelihood of having unsuccessful DR-TB treatment outcome. High proportion of successful treatment outcome was reported, better than global reports. Further, the nutritional support and routine treatment follow up should be strengthened. All oral short and long regimens including systematic use of new TB drugs (Bedaquiline and Delamanid) should be rapidly scaled up in routine TB programme, especially for the paediatric and adolescent population."
33565479,"Adverse drug reactions and risk factors for discontinuation of multidrug-resistant tuberculosis regimens in Gujarat, western India.",The National medical journal of India,2020,Rupani MP; Dave JD; Parmar VB; Singh MP; Parikh KD,"The predictors for discontinuation of multidrug-resistant tuberculosis (MDR-TB) regimens have not been studied in Gujarat. We aimed to find out the adverse drug reactions (ADRs) and predictors for discontinuation of MDR-TB regimens. We conducted this cross-sectional study in Bhavnagar district of Gujarat from September to November 2016 through home visits and personal interviews of 94 patients with MDR-TB. Sixty-nine patients with MDR-TB (73%) reported ADRs. Tingling (42.6%), headache (37.2%), numbness (36.2%), dizziness (34%) and nausea (33%) were the most common ADRs. Of the 94 patients, 7.4% were compelled to think of discontinuing their treatment due to ADRs; 8.5% had discontinued Cat-I/Cat-II regimen in the past; 11.7% had discontinued their MDR-TB regimen in the past; 13.8% had their drug regimen changed due to ADRs and 94.7% had good adherence to their current regimen (took at least 80% of their doses till date). ADRs were the reason for 75% of the patients who discontinued their Cat-I/Cat-II regimen in the past and 64% of the patients who discontinued their MDR-TB regimen in the past. Tobacco chewing, poor adherence and thought of discontinuing an MDR-TB regimen due to ADRs were significant predictors for discontinuation on bivariate analysis. On multiple logistic regression, none of the predictors were significant. The frequency of ADRs among patients with MDR-TB is high. ADRs were the primary reason for discontinuing MDR-TB drugs."
33308655,Genital tb-diagnostic algorithm and treatment.,The Indian journal of tuberculosis,2020,Sharma JB; Sharma E; Sharma S; Singh J; Chopra N,"Female genital tuberculosis (FGTB) is a common cause of infertility in India but its diagnosis remains elusive due to paucibacillary nature of disease. Traditional methods of diagnosis include demonstration of acid fast bacilli on endometrial or peritoneal biopsy or epithelioid granuloma on the biopsy or positive gene Xpert on the biopsy, but they are positive in small percentage of cases only missing diagnosis in many cases. Positive polymerase chain reaction (PCR) alone is not taken for diagnosis due to high false positivity. Diagnostic laparoscopy and hysteroscopy can detect many cases by direct demonstration of TB lesions. Composite reference standard is a useful method to diagnose FGTB. This review discusses various diagnostic modalities including endometrial or peritoneal biopsy to detect acid fast bacilli on microscopic or culture or epithelioid granuloma, role of PCR, role of radiological imaging (hysterosalpingography, ultrasound, CT scan, MRI and PET-CT scan) and role of endoscopic techniques (laparoscopy and hysteroscopy) in diagnosis of FGTB including role of composite reference standard. The International and National studies highlight the role of composite reference standard and its components like demonstration of AFB on microscopy or culture of endometrial or peritoneal biopsy or epithelioid granuloma or gene Xpert or PCR or latest tests like loop-mediated isothermal amplification (TB-LAMP) test and other newer molecular methods like Xpert Ultra for diagnosis of FGTB. It also detects role of endoscopy in FGTB and role of diagnostic algorithm for diagnosis of FGTB. Treatment is with four primary drugs (rifampicin, isoniazid, ethambutol and pyrazinamide) for two months followed by three drugs (rifampicin, isoniazid and ethambutol) daily orally for 4 months for drug sensitive FGTB. Shorter Multidrug-resistant TB (MDR-TB) regimen is given for Rifampicin resistant (RR)/MDR confined to only FGTB while longer all oral regimen is given for RR/MDR with or without additional drug resistance, HIV seropositives with FGTB or involvement of other sites or pulmonary TB (PTB) along with FGTB. Composite reference standard which combines various diagnostic modalities is a useful strategy to diagnose FGTB."
33307889,Evolutionary journey of programmatic services and treatment outcomes among drug resistant tuberculosis (DR-TB) patients under National TB Elimination Programme in India (2005-2020).,Expert review of respiratory medicine,2021,Sachdeva KS; Parmar M; Patel Y; Gupta R; Rathod S; Chauhan S; Anand S; Ramachandran R,
33184081,"Protocol for a case-control study of vitamin D status, adult multidrug-resistant tuberculosis disease and tuberculosis infection in Mumbai, India.",BMJ open,2020,Mistry N; Hemler EC; Dholakia Y; Bromage S; Shukla A; Dev P; Govekar L; Tipre P; Shah D; Keshavjee SA; Fawzi WW,"Vitamin D status may be an important determinant of multidrug-resistant tuberculosis (MDR-TB) infection, progression to disease and treatment outcomes. Novel and potentially cost-effective therapies such as vitamin D supplementation are needed to stem the tide of TB and MDR-TB globally, particularly in India, a country that accounts for the largest fraction of the world's TB incidence and MDR-TB incidence, and where vitamin D deficiency is endemic. While vitamin D has shown some promise in the treatment of MDR-TB, its role in the context of MDR-TB infection and progression to disease is largely unknown. Through a case-control study in Mumbai, India, we aim to examine associations between vitamin D status and active MDR-TB and to investigate vitamin D status and TB infection among controls. Cases are adult outpatient pulmonary patients with MDR-TB recruited from two public TB clinics. Controls are recruited from the cases' household contacts and from non-respiratory departments of the facilities where cases were recruited. Cases and controls are assessed for serum 25-hydroxyvitamin D concentration, nutrient intake, diet quality, anthropometry and other relevant clinical and sociodemographic parameters. Controls undergo additional clinical assessments to rule out active TB and laboratory assessments to determine presence of TB infection. Statistical analysis investigates associations between vitamin D status and active MDR-TB and between vitamin D status and TB infection among controls, accounting for potential confounding effects of diet, anthropometry and other covariates. This study has been approved by Harvard T.H. Chan School of Public Health Institutional Review Board; Foundation for Medical Research Institutional Research Ethics Committee and Health Ministry's Screening Committee of the Indian Council for Medical Research. Permission was granted by the Municipal Corporation of Greater Mumbai, India, a collaborating partner on this research. Outcomes will be disseminated through publication and scientific presentation. NCT04342598."
33110429,"Spoligotype Diversity of Mycobacterium tuberculosis over Two Decades from Tiruvallur, South India.",International journal of microbiology,2020,Siva Kumar S; Ashok Kumar S; Sekar G; Devika K; Bhasker M; Sriram S; Dolla CK; Menon PA; Tripathy SP; Narayanan PR; Ranganathan UD; Narayanan S; Mondal R,"Geographically, most tuberculosis (TB) cases in 2018 were reported from India. This TB burden is compounded by MDR-TB and XDR-TB. The strategies for the management and control of TB in the community depend on an understanding of the mode of spread of the different strains of TB isolates in the community. To determine the distribution and trends of"
33077051,"A comparison of patient treatment pathways among multidrug-resistant and drug-sensitive TB cases in Delhi, India: A cross-sectional study.",The Indian journal of tuberculosis,2020,Sharma N; Bhatnagar A; Basu S; Khanna A; Chopra KK; Banerjee B; Sharma N; Chandra S; Khanna V; Arora R; Babbar N,"The delay in the diagnosis and treatment initiation of patients with MDR-TB worsens individual prognosis and increases the risk of disease transmission in the community. These delays have been attributed to delay in treatment-seeking by the patient and shifting to multiple healthcare facilities before being tested and diagnosed through India's National Tuberculosis Elimination Program (NTEP). to identify treatment pathways in patients with MDR-TB from the time of onset of symptoms and treatment seeking until diagnosis at a PMDT site and subsequent treatment initiation. We also compared these characteristics with those of patients with DS-TB. We recruited a total of 168 patients with MDR-TB and DS-TB each, in Delhi. Data were analyzed using IBM SPSS Version 25. The mean (SD) patient delay for initial treatment-seeking was 20.9 (15.9) days in patients with MDR-TB, and 16.1 (17.1) days in patients with DS-TB (p < 0.001). The median time from visit to the first healthcare facility (HCF) until confirmation of MDR-TB diagnosis was 78.5 days, and until treatment initiation was 102.5 days. Among patients with DS-TB, the time interval from a visit to the first HCF until the initiation of ATT-DOTS was 61.5 days.. Patients diagnosed with DS-TB, whose first source of treatment was a private facility (n = 49), reported a significant delay in the initiation of ATT-DOTS (p < 0.001). Despite the introduction of universal drug sensitivity testing in individuals having presumptive MDR-TB, a significant delay in the diagnosis and initiation of effective MDR-TB treatment persists as a major public health challenge in India."
33067551,Prevalence and factors associated with multidrug-resistant tuberculosis in South India.,Scientific reports,2020,Shivekar SS; Kaliaperumal V; Brammacharry U; Sakkaravarthy A; Raj CKV; Alagappan C; Muthaiah M,"India accounts for about one-fourth of the global burden of MDR-TB. This study aims to assess  the prevalence and factors associated with tuberculosis drug resistance among patients from South India. MTBDRplus assay and MGIT liquid culture performed on 20,245 sputum specimens obtained from presumptive MDR-TB cases during a six-year period from 2013 to 2018 were analyzed retrospectively. Univariate and multivariate logistic regression analysis was carried out to evaluate factors associated with MDR, Rifampicin mono-resistance, and Isoniazid mono-resistance. MDR, Rifampicin mono- resistant and Isoniazid mono-resistant TB were  found in 5.4%, 2.5%, and 11.4% cases of presumptive MDR-TB, respectively. Based on the rpoB gene, true resistance, hetero-resistance, and inferred resistance to Rifampicin was found in 38%, 29.3%, and 32.7% of the 1582 MDR cases, respectively. S450L (MUT3) was the most common rpoB mutation present in 59.4% of the Rifampicin resistant cases. Of the 3390 Isoniazid resistant cases, 72.5% had mutations in the katG gene, and 27.5% had mutations in the inhA gene. True resistance, heteroresistance, and inferred resistance accounted for 42.9%, 22.2%, and 17.3% of the 2459 katG resistant cases, respectively. True resistance, heteroresistance, and inferred resistance for the inhA gene were found in 54.5%, 40.7%, and 4.7% cases, respectively. MDR-contact (AOR 3.171 95% CI: 1.747-5.754, p-0.000) treatment failure (AOR 2.17595% CI: 1.703-2.777, p-0.000) and female gender (AOR 1.315 95% CI: 1.117-1.548, p-0.001), were positively associated with MDR-TB. Previous TB treatment did not show a significant positive association with MDR (AOR 1.113 95% CI: 0.801-1.546, p-0.523). Old age (AOR 0.994 95% CI: 0.990-0.999, p-0.023) and HIV seropositivity (AOR 0.580 95% CI: 0.369-0.911, p-0.018) were negatively associated with MDR-TB. Although Rifampicin mono-resistance had a positive association with treatment failure (AOR 2.509 95% CI: 1.804-3.490, p < .001), it did not show any association with previous TB treatment (AOR 1.286 95% CI: 0.765-2.164, p-0.342) or with history of contact with MDR-TB (AOR 1.813 95% CI: 0.591-5.560, p-0.298). However, INH mono-resistance showed a small positive association with the previous history of treatment for TB (AOR 1.303 95% CI: 1.021-1.662, p-0.033). It was also positively associated (AOR 2.094 95% CI: 1.236-3.548, p-0.006) with MDR-TB contacts. Thus INH resistance may develop during treatment if compliance has not adhered too and may be easily passed on to the contacts while Rifampicin resistance is probably due to factors other than treatment compliance. MDR-TB, i.e. resistance to both Rifampicin and Isoniazid, is strongly correlated with treatment failure, spread through contact, and not to treatment compliance. The temporal trend in this region shows a decrease in MDR prevalence from 8.4% in 2015 to 1.3% in 2018. A similar trend is observed for Rifampicin mono-resistance and Isoniazid mono-resistance, pointing to the effectiveness of the TB control program. The higher proportion of inferred resistance observed for Rifampicin compared with INH may indicate a surfeit of mechanisms that enable rifampicin resistance. Association of MDR-TB with age, gender, and HIV status suggest the role of the immune system in the emergence of the MDR phenotype."
33062976,"Profile of HIV and multidrug-resistant tuberculosis in orphans living in orphanages in Mumbai, Maharashtra, India.",Indian journal of sexually transmitted diseases and AIDS,2020,Shah I; Mullanfiroze K,"The aim was to study the clinical profile of HIV-infected orphans living in orphanages in Mumbai, Maharashtra, India and determine the prevalence of multidrug-resistant (MDR) tuberculosis (TB) in them. Seventy-four HIV-infected orphans from two orphanages (orphanage A taking antiretroviral therapy [ART] as per our prescription, whereas orphanage B taking ART from an ART center) were included in the study. Detailed history and examination was carried out in each patient. CDC class prior to ART, age at presentation, CD4 count/percent, opportunistic infections (OIs) prior to and after ART, co-infections with hepatitis B virus (HBV) and hepatitis C virus, growth, ART regimes, and treatment failure were noted in each patient. Of 18 HIV-infected children in orphanage A, boys constituted 11 (61.1%) and girls were 7 (38.9%), whereas orphanage B had all girls ( Children in orphanage A came to us at a younger age, in more advanced stage of disease, and were more malnourished. Orphanage A was started on ART earlier in life. The prevalence of TB was higher in orphanage A prior to ART. MDR-TB was seen in both orphanages, with prevalence ranging from 3.5% to 5.5%."
32991238,Emergence of Specific gyrA Mutations Associated High-Level Fluoroquinolone-Resistant Mycobacterium tuberculosis among Multidrug-Resistant Tuberculosis Cases in North India.,"Microbial drug resistance (Larchmont, N.Y.)",2021,Singh PK; Singh U; Jain A,
32951482,TB free India by 2025: hype or hope.,Expert review of respiratory medicine,2021,Sachdeva KS,
32862166,High degree of fluoroquinolone resistance among extrapulmonary tuberculosis patients at a tertiary care center in North India.,International journal of mycobacteriology,2020,Chaubey J; Shrivastava D; Pawar S; Singh BK; Sharma R; Sinha S,"The treatment of drug-resistant tuberculosis (TB) involves various regimens. Among them, the most promising antibiotic regimens are fluoroquinolone (FQ) drugs. Drug susceptibility testing (DST) for FQs is not included as routine assessment for baseline TB diagnosis. Limited resources are available about FQ resistance among extrapulmonary TB (EPTB) cases. A total of 447 culture-positive specimens were subjected to DST for first-line anti-TB drugs (FLDs) and second-line anti-TB drugs. DST was performed using automated mycobacterium growth indicator tube-960 liquid culture techniques. The study was carried out during the period of April 2016 to March 2017. In addition, DST of FQs was also performed in FLD-sensitive strains. Mycobacterium tuberculosis was isolated from 447 specimens. Of the 447 culture-positive EPTB specimens, 54 were rifampicin-resistant (RR)/multidrug-resistant TB (MDR-TB) isolates, 45 isolates were resistant to any drug, and the remaining 348 were sensitive to FLDs. Monoresistance of FQs was observed in 20.4% (11/54) among RR/MDR-TB isolates and 4.3% (15/348) among FLD-sensitive isolates. The high degree of FQ resistance observed in EPTB specimens among drug-sensitive and MDR-TB isolates is alarming. This study reflects the need to expand culture and DST for EPTB cases and include FQs within first-line DST in such settings. Furthermore, there should be a rational use of FQs for the treatment of other diseases."
32719234,"Trends & treatment outcomes of multidrug-resistant tuberculosis in Delhi, India (2009-2014): A retrospective record-based study.",The Indian journal of medical research,2020,Sharma N; Khanna A; Chandra S; Basu S; Chopra KK; Singla N; Babbar N; Kohli C,"The increase in the burden of multidrug-resistant tuberculosis (MDR-TB) is a matter of grave concern. The present study was undertaken to describe MDR-TB treatment outcome trends in Delhi and their epidemiological correlates, to assess the adequacy of treatment records and to also generate evidence towards influencing and improving practices related to the MDR-TB control programme. A retrospective record-based study (2009-2014) was conducted in three major drug resistance TB treatment centres of Delhi. Treatment outcomes and adverse effects were extracted from the existing programme records including patients' treatment cards and laboratory registers. A total of 2958 MDR-TB patients were identified from the treatment cards, of whom 1749 (59.12%) were males. The mean (±standard deviation) age was 30.56±13.5 years. Favourable treatment outcomes were reported in 1371 (53.28%) patients, but they showed a declining trend during the period of observation. On binomial logistic regression analysis, patients with age ≥35 yr, male sex and undernourishment (body mass index <18.5) at the time of treatment initiation had a significantly increased likelihood of unfavourable MDR-TB treatment outcome (P <0.001). The study showed an increasing burden of MDR-TB patients, especially in the young population with increased risk of transmission posing a major challenge in achieving TB elimination targets."
32691718,An Experience with Delamanid in an XDR TB Case - Case Report.,Infectious disorders drug targets,2021,Mohan N; Kaur M; Singhal L; Saini V; Chander J,"Tuberculosis is an endemic infection and a serious public health problem in India. India constitutes one-fourth of the global TB population. The emerging drug resistance is a major threat to global tuberculosis care and control. We present a case of newly diagnosed microbiologically confirmed, extremely drugresistant primary pulmonary tuberculosis which was treated with Delamanid and was found to be cured of tuberculosis. Delamanid is a new anti-tubercular drug, which is thought to primarily inhibit the synthesis of methoxy-mycolic, and keto-mycolic acid, which are components of the mycobacterial cell wall. In our patient who was a newly diagnosed case of MDR-TB converted to XDR-TB in little course of time and we were successful in treating him with Delamanid therapy. His sputum culture conversion was achieved in 20 days. Even though the patient did not tolerate well because of the side effects of the drug, still he became microbiologically negative for tuberculosis. Delamanid fulfills many target criteria for new TB drugs and may be particularly useful for the treatment of MDR-TB. It can be administered orally and its bactericidal properties make it suitable in regimens designed to shorten treatment duration. Clinical efficacy data, while limited, are reassuring."
32553014,Impact of COVID-19 on tuberculosis services in India.,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2020,Gupta A; Singla R; Caminero JA; Singla N; Mrigpuri P; Mohan A,
32461400,Genotype analysis of ofloxacin-resistant multidrug-resistant Mycobacterium tuberculosis isolates in a multicentered study from India.,The Indian journal of medical research,2020,Gupta A; Sinha P; Rathod S; Shanmugam SK; Uma Devi KR; Anupurba S; Nema V,"Drug resistance surveillance offers useful information on trends of drug resistance and the efficacy of control measures. Studies and reports of drug-resistant mutations and phenotypic assays thus become important. This study was conducted to investigate the molecular characteristics of ofloxacin (OFX)-resistant, multidrug-resistant tuberculosis (MDR-TB) isolates from different geographical regions of India and their association with strains of different genotypes. Further, the nitrate reductase assay (NRA) was tested against Mycobacteria Growth Indicator Tube(MGIT) for the determination of OFX resistance as an alternative and cost-effective method. A total of 116 Mycobacterium tuberculosis isolates were used to assess the mutations in the gyrA, gyrB genes and resistance levels to OFX. Mutational analysis in gyrA and gyrB genes and genotype analysis of M. tuberculosis isolates was done by gene-specific polymerase chain reaction (PCR) followed by DNA sequencing and spoligotyping, respectively. Three (6.25%), 12 (44.44%) and 12 (29.27%) MDR-TB isolates from western, northern and southern India, respectively, were found to be OFX-resistant MDR-TB isolates. OFX resistance was observed to be significantly higher in MDR-TB cases for all study regions. Beijing genotypes from northern India were observed to be associated with OFX-resistant MDR-TB cases (P <0.05). Among 35 (30.15%) phenotypically OFX-resistant isolates, 22 (62.86%) had mutations in the gyrA gene and two (5.71%) isolates had mutations in the gyrB gene. These results caution against the PCR-based prediction of OFX resistance patterns and highlight the need for searching other genetic loci for the detection of mutations conferring resistance to OFX in M. tuberculosis. Our study also showed the usefulness of NRA as an alternative method to detect OFX resistance."
32310069,"Pretreatment Out-of-Pocket Expenses for Presumptive Multidrug-Resistant Tuberculosis Patients, India, 2016-2017.",Emerging infectious diseases,2020,Rathi P; Shringarpure K; Unnikrishnan B; Chadha VK; Acharya V; Nair A; Sagili KD; Shastri S,"In India, under the National Tuberculosis Elimination Programme, the government provides free treatment for multidrug-resistant tuberculosis; however, many patients seek care elsewhere, which is costly. To determine those out-of-pocket expenses, we interviewed 40 presumptive patients and found that they spent more than their median annual income before registering for the government program."
32218585,The potential deployment of a pan-tuberculosis drug regimen in India: A modelling analysis.,PloS one,2020,Arinaminpathy N; Gomez GB; Sachdeva KS; Rao R; Parmar M; Nair SA; Rade K; Kumta S; Hermann D; Hanson C; Chin DP; Dewan P,"There is increasing interest in future, highly-potent 'pan-TB' regimens against tuberculosis (TB), that may be equally effective in both drug-susceptible and rifampicin-resistant (RR) forms of TB. Taking the example of India, the country with the world's largest burden of TB, we show that adoption of these regimens could be: (i) epidemiologically impactful, and (ii) cost-saving to the national TB programme, even if the regimen itself is more costly than current TB treatment. Mathematical modelling suggests that deployment of a pan-TB regimen in 2022 would reduce the annual incidence of TB in 2030 by 23.9% [95% Bayesian credible intervals [CrI] 17.6-30.8%] if used to treat all TB cases, and by 2.30% [95% CrI 1.57-3.48%] if used to treat only RR-TB. Notably, with a regimen costing less than USD 359 (95% CrI 287-441), treating all diagnosed TB cases with the pan-TB regimen yielded greater cost-savings than treating just those diagnosed with RR-TB. One limitation of our approach is that it does not capture the risk of resistance to the new regimen. We discuss ways in which this risk could be mitigated using modern adherence support mechanisms, as well as drug sensitivity testing at the point of TB diagnosis, to prevent new resistant forms from becoming established. A combination of such approaches would be important for maximising the useful lifetime of any future regimen."
32192619,High prevalence of rifampin-resistant tuberculosis in mountainous districts of India.,The Indian journal of tuberculosis,2020,Dorjee K; Sadutshang TD; Rana RS; Topgyal S; Phunkyi D; Choetso T; Chodon T; Parmar M; Singla R; Paster Z; Chaisson RE; Kaushal KC,"India accounts for quarter of global rifampin-resistant/multi-drug resistant-tuberculosis (RR/MDR-TB). Knowledge on risk-factors and distribution of MDR-TB at district level is limited. Study prevalence and risk factors of MDR-TB in tuberculosis patients in hilly districts of Himachal Pradesh, India. Between July 2012-June 2013, TB patients registered under the Revised National Tuberculosis Control Program in Kangra and Una districts suspected of MDR-TB were referred for Xpert® MTB/RIF testing at the Delek Hospital, Dharamsala by the district TB Office. Of 378 patients enrolled (median age: 45 years; 85% males), 18% (n = 68) were rifampin-resistant. Among Xpert positives (n = 305), distributions of RR-TB were: 10% (n = 9/89) for recurrent cases who had received TB treatment for <2-months, 15% each for new (n = 9/59) or recurrent cases (n = 5/34) remaining smear positive between 2 and 4 months of treatment, 36% (n = 41/113) for treatment failures, and 40% (n = 2/5) for loss to follow-ups. Of the sputum-smear positives, 15% (n = 51/338) were Xpert negative. Seeking care in the private sector was associated with higher risk of RR-TB (OR:1.85; 95% CI:0.87-3.9). Prevalence of RR-TB is generally high in patients suspected of MDR-TB in the hilly districts of Himachal Pradesh. High prevalence during early phase of treatment can suggest primary transmission of DR-TB. Universal drug susceptibility testing and innovative case finding strategies will benefit patients living in mountain districts with inadequate access to healthcare. The high proportion of sputum-smear positive but Xpert negative cases may be due to non-tubercular mycobacterial disease."
32192613,Effectiveness and safety of bedaquiline under conditional access program for treatment of drug-resistant tuberculosis in India: An interim analysis.,The Indian journal of tuberculosis,2020,Salhotra VS; Sachdeva KS; Kshirsagar N; Parmar M; Ramachandran R; Padmapriyadarsini C; Patel Y; Mehandru L; Jaju J; Ponnuraja C; Gupta M; Kalaiselvan V; Shamim A; Khaparde S; Swaminathan S; Bedaquiline CAP Site Teams,"India accounts for a quarter of the world's multidrug-resistant tuberculosis (MDR-TB); with less than 50% having successful treatment outcomes. Bedaquiline (BDQ) was approved for use under conditional access program in India in 2015. We evaluate the effectiveness, safety, and tolerability of a BDQ containing regimen used under field settings in India. Interim analysis of a prospective cohort of MDR-TB patients on a BDQ containing regimen at six sites in the country. Six hundred and twenty MDR-TB patients [349 (56%) males; 554 (89%) between 18 and 50 years and 240 (39%) severely malnourished] were started on BDQ containing regimen between June 2016 and August 2017. There 354 (57%) patients had MDR-TB with additional drug resistance to fluoroquinolone (MDR BDQ with a background regimen has the potential to achieve higher and faster culture conversion rates with a lower toxicity profile among DR-TB patients. Use of BDQ with additional monitoring may be safe and effective even in the field settings."
32130233,Performance of Genotype MTBDRsl V2.0 over the Genotype MTBDRsl V1 for detection of second line drug resistance: An Indian perspective.,PloS one,2020,Rufai SB; Umay K; Singh PK; Singh S,"Genotype MTBDRsl Version 1 (V1.0) was recommended as an initial test for rapid detection of pre-extensively drug resistant (pre-XDR) and extensively drug resistant tuberculosis (XDR-TB). However, in recent years a number of novel mutations are identified that confer resistance. Thus, Genotype MTBDRsl V2.0 was endorsed by WHO. Though, Genotype MTBDRsl V2.0 has been rolled out in national TB programme in 2018, there is dearth of data from India on its performance for second line drug susceptibility testing (DST). For this, performance of new version was evaluated on 113 MDR-TB isolates. The results showed that 39 (34.5%) of these isolates were resistant to FQ and 7 (6.2%) were XDR by Genotype MTBDRsl V2.0. Amongst the FQ resistant isolates most prevalent mutation was ΔWT3-D94G (17; 38.6%) and N538D (12; 85.7%). Among the AG/CP and KAN resistant isolates most common mutation in the rrs region was ΔWT1-A1401G (5; 71.4%) and C-14T (2; 28.5%) in eis gene. Second line Bactec MGIT-960 detected 40 (35.4%) isolates as resistant to FQ and 6 (5.3%) as XDR isolates, whereas Genotype MTBDRsl V1.0 also detected 39 (34.5%) as resistant to FQ but missed 2 isolates in correctly identifying as XDR (5; 4.4%). Thus, concordance of second line Bactec MGIT-960 with Genotype MTBDRsl V2.0 was similar (100%) for FQ detection but it has improvised the diagnostic sensitivity for correctly identifying XDR isolates. Nevertheless, the cost of Genotype MTBDRsl V2.0 remains an issue for screening of second line drug (SLDs) resistance from countries with high burden of MDR-TB."
31931549,"A Review: Prevention, Treatment and Management of Tuberculosis through Combinational Approaches of Different Indian Systems of Medicine.",Drug research,2020,Sharma P; Goyal RK; Nandave M,"Tuberculosis (TB) is one of the oldest fatal diseases of history. Multidrugresistant tuberculosis (MDRTB) is a major public health issue in the world. In India, the incidence is getting up despite the Indian revised National Tuberculosis Control Programme. India has six recognize medicine systems in this category, namely Ayurveda, Siddha, Unani and Yoga, Naturopathy and Homoeopathy. This review study was undertaken to evaluate the efficacy of different drug treatments based on Indian Systems of Traditional Medicines to the standard MDR-TB regimen. This review mainly focuses on the combinational approaches towards treatment protocols, prevention strategies, and management of tuberculosis in different established systems of medicine in India. Along with allopathic drugs, these AYUSH based drugs work in synergistic manner. Recent research suggests that Homeopathic treatment along with the antibiotics synergise the effect of antibiotics while reaching to its site of action. Additionally in Siddha system, formulation of medicinal herbs showing significant activity against TB bacteria. Furthermore, adopting the management or principles of Unani system would be beneficial in health and disease. Similarly, Unani and Naturopathy through natural healing are equally effective. On the other hand, medicinal plants from the Ayurveda that have been successfully employed to treat TB because of less toxicity and side effect in comparison with existing antibiotics. The findings in this review have provided scientific support for anti-TB activity of different medicinal system of India via numerous underlying mechanisms."
31742141,Prevalence of multidrug resistance tuberculosis in adult patients in India: A systematic review and meta-analysis.,Journal of family medicine and primary care,2019,Charan J; Tank N; Reljic T; Singh S; Bhardwaj P; Kaur R; Goyal JP; Kumar A,"Multidrug resistance tuberculosis (MDR-TB) is an important public health problem for India but there is a paucity of data related to the prevalence of MDR-TB in India. This systematic review and meta-analysis was designed to synthesize evidence regarding the prevalence of MDR-TB in adult patients in India. PubMed and Google Scholar were searched to find different observational studies reporting MDR-TB prevalence in India. Data related to MDR-TB prevalence were pooled for the analysis. PubMed was searched by using different MeSH words. Prevalence was reported with 95% confidence interval (CI). A separate analysis was done for new cases and previously treated cases. Random effect model was used and heterogeneity was assessed by I MDR-TB prevalence in new cases were 3% (95% CI 2%-5%, I MDR-TB prevalence in previously treated patients was found higher compared to the reported values in national surveys. There is a need for large scale cross-sectional study to verify the findings observed in this review."
31571455,"Socio-demographic Profile of MDR-TB and XDR-TB Patients Admitted in DR-TB Centre, North India.",The Journal of the Association of Physicians of India,2019,Giri OP; Giri VP; Nikhil N,"As per WHO Global TB report (2018), 10.0 million people developed TB in 2017. India accounted for 20 % of world cases. Globally, 3.5 % of new cases and 18% of previously treated cases had MDR-TB. Corresponding figures for India are 2.8 % and 12 %. Among cases of MDR-TB in 2017, 8.5% were estimated to have XDR-TB. Drug resistant TB cases are on rise and needs planning and research for its treatment and control. A retrospective study was conducted on MDR-TB and XDR-TB patients to evaluate social and demographic profile of these patients in Bihar. A total of 700 (530 males and 170 females) MDR-TB and 51 (40 males and 11 females) XDR-TB patients were analyzed, which revealed 293 (41.86 %) patients of MDR-TB and 23 (45.10 %) patients of XDR-TB in the age group of 15 to 25 years. Mean age of MDR-TB patients in this age group was 20.52 years and for XDR-TB 21.17 years. Drug Resistant Tuberculosis Control Programme should focus adequately on youth in state of Bihar, India."
