pmid,title,mention_index,percent,percent_str,n,fraction_num,fraction_den,ci_level,ci_low,ci_high,context_snippet
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,5,39.72,39.72,,,,,,,"37%) were more affected by SLD resistance than 29(39.72%) females, however SLD resistant females were youn"
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,6,71.23,71.23,,,,,,,"the gyrA gene was D94G, which was observed in 52(71.23%) cases, followed by A90V in 10(13.69%), D94N and"
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,7,13.69,13.69,,,,,,,"erved in 52(71.23%) cases, followed by A90V in 10(13.69%), D94N and D94A in 4(5.48%), whereas the rrs gene"
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,8,5.48,5.48,,,,,,,"ollowed by A90V in 10(13.69%), D94N and D94A in 4(5.48%), whereas the rrs gene presented the rrsMUT1 (A14"
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,9,9.58,9.58,,,,,,,gene presented the rrsMUT1 (A1401G) mutation in 7(9.58%) and the rrsMUT2(G1484T) mutation in 1(1.37%) of
40053148,Prevalence and Genetic Profiling of Second-line Drug Resistant Tuberculosis at the Tertiary Care Center of Northern India.,10,1.37,1.37,,,,,,,in 7(9.58%) and the rrsMUT2(G1484T) mutation in 1(1.37%) of SLD-resistant patients. The alarming rate of
40013634,Newer research transforming 24-month treatment of MDR/XDR-TB TO 6 months.,0,80.0,80,,,,,,,e year 2030; the aim is to reduce TB incidence by 80% and TB deaths by 90%. To eliminate the catastroph
40013634,Newer research transforming 24-month treatment of MDR/XDR-TB TO 6 months.,1,90.0,90,,,,,,,"is to reduce TB incidence by 80% and TB deaths by 90%. To eliminate the catastrophic cost, the Prime Mi"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",0,27.0,27,,,,,,,"of mortality globally, with India accounting for 27% of the estimated number of people with TB. Multid"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",1,7.0,7,,117.0,217.0,,,,"th drug-resistant TB initiated on treatment, 217 (7 %) had INH mono-resistant TB. Of these, 54 % (117/2"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",2,54.0,54,,117.0,217.0,,,,"t, 217 (7 %) had INH mono-resistant TB. Of these, 54 % (117/217) were female, with a median age of 26 ye"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",3,88.0,88,,191.0,217.0,,,,"years (interquartile range: 20-40). The majority (88 %; 191/217) presented with pulmonary TB, and most ("
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",4,87.0,87,,188.0,217.0,,,,"; 191/217) presented with pulmonary TB, and most (87 %; 188/217) had favourable treatment outcomes, incl"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",5,52.0,52,,112.0,217.0,,,,"eatment outcomes, including treatment completion (52 %; 112/217) and cure (35 %; 76/217). Unfavourable o"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",6,35.0,35,,76.0,217.0,,,,"ng treatment completion (52 %; 112/217) and cure (35 %; 76/217). Unfavourable outcomes, including treatm"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",7,2.3,2.3,,5.0,217.0,,,,"favourable outcomes, including treatment failure (2.3 %; 5/217), loss to follow-up (9.2 %; 20/217), or de"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",8,9.2,9.2,,20.0,217.0,,,,"atment failure (2.3 %; 5/217), loss to follow-up (9.2 %; 20/217), or death (1.8 %; 4/217), were observed"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",9,1.8,1.8,,4.0,217.0,,,,"17), loss to follow-up (9.2 %; 20/217), or death (1.8 %; 4/217), were observed in 13 % (29/217) of patien"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",10,13.0,13,,29.0,217.0,,,,"0/217), or death (1.8 %; 4/217), were observed in 13 % (29/217) of patients. A total of ten (5 %) patien"
39497757,"Treatment outcomes among patients with isoniazid mono-resistant tuberculosis in Mumbai, India: A retrospective cohort study.",11,5.0,5,,29.0,217.0,,,,ved in 13 % (29/217) of patients. A total of ten (5 %) patients experienced at least one non-severe adv
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,0,100.0,100,,,,,,,icroscopy centres of both selected districts i.e. 100% sample size are covered in the study. Hand washin
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,1,66.66,66.66,,,,,,,on and control of infection. In Dehradun district 66.66% (12) centers and in Ghaziabad district 57.14% (16
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,2,57.14,57.14,,,,,,,ict 66.66% (12) centers and in Ghaziabad district 57.14% (16) centers have adequate hand washing facility
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,3,55.56,55.56,,,,,,,"will lead to the infection. In Dehradun district, 55.56% (10) centers have adequate PPE available whereas"
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,4,21.43,21.43,,,,,,,quate PPE available whereas in Ghaziabad District 21.43% (6) centers have adequate PPE available. Training
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,5,27.78,27.78,,,,,,,n prevention and control for HCWs are provided in 27.78% (5) DOTS/sputum microscopy center in Dehradun whe
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,6,33.33,33.33,,,,,,,no proper ventilation in their working places. In 33.33% (6) DOTS/sputum microscopy center in Dehradun & 2
39278675,Comparative study of infection control practices in DOTS/sputum microscopy centre in two different districts of state of Uttarakhand and Uttar Pradesh of India.,7,28.57,28.57,,,,,,,% (6) DOTS/sputum microscopy center in Dehradun & 28.57% (8) in Ghaziabad district have adequate ventilati
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,0,71.59,71.59,,,,,,,"specificity of Smart Sure™ MTB screening kit was 71.59% and 98.28%, respectively, with Xpert ultra and 68"
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,1,98.28,98.28,,,,,,,"y of Smart Sure™ MTB screening kit was 71.59% and 98.28%, respectively, with Xpert ultra and 68.35% and 90"
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,2,68.35,68.35,,,,,,,"9% and 98.28%, respectively, with Xpert ultra and 68.35% and 90.83%, respectively, with MGIT culture. Whil"
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,3,90.83,90.83,,,,,,,"8%, respectively, with Xpert ultra and 68.35% and 90.83%, respectively, with MGIT culture. While comparing"
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,4,75.0,75.0,,,,,,,"nt, Smart Sure™ MDR-TB kits showed sensitivity of 75.0% and 100% of specificity. However, for isoniazid ("
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,5,100.0,100,,,,,,,"Sure™ MDR-TB kits showed sensitivity of 75.0% and 100% of specificity. However, for isoniazid (INH) resi"
39277889,Diagnostics Evaluation of Smart Sure™ Mycobacterium tuberculosis Screening Kit and Smart Sure™ Multidrug-resistant Tuberculosis Detection Kit on Nonsputum Specimens at a Tertiary Care Center of North India.,6,100.0,100,,,,,,,"(INH) resistance, Smart Sure™ MDR-TB kits showed 100% of sensitivity and specificity with MGIT-DST. For"
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",0,52.9,52.9,,,,,,,"etrospectively. Out of 155 patients enrolled, 82 (52.9 %) were cured, 31 (20 %) completed treatment, 18 (1"
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",1,20.0,20,,,,,,,"55 patients enrolled, 82 (52.9 %) were cured, 31 (20 %) completed treatment, 18 (11.6 %) defaulted, 22 ("
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",2,11.6,11.6,,,,,,,"%) were cured, 31 (20 %) completed treatment, 18 (11.6 %) defaulted, 22 (14.2 %) died and 2 (0.12 %) faile"
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",3,14.2,14.2,,,,,,,") completed treatment, 18 (11.6 %) defaulted, 22 (14.2 %) died and 2 (0.12 %) failed treatment. Bdq is wel"
39067958,"Treatment outcomes of multidrug resistant tuberculosis (MDR TB) treated with bedaquiline under programmatic management of drug resistant tuberculosis at a tertiary care hospital in Punjab, India.",4,0.12,0.12,,,,,,,"t, 18 (11.6 %) defaulted, 22 (14.2 %) died and 2 (0.12 %) failed treatment. Bdq is well tolerated with ver"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,0,42.45,42.45,,,,,,,"f 110 individuals with the disease. Of these, 45 (42.45%) experienced linezolid ADRs, with an incidence of"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,1,50.0,50,,,,,,,"± 11.13 years) and more likely to be female (27, 50%) than those without ADRs. ADR severity was mild i"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,2,44.45,44.45,,,,,,,"those without ADRs. ADR severity was mild in 20 (44.45%), moderate in 15 (33.33%), and severe in 10 (22.2"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,3,33.33,33.33,,,,,,,"severity was mild in 20 (44.45%), moderate in 15 (33.33%), and severe in 10 (22.22%) patients. The most co"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,4,22.22,22.22,,,,,,,".45%), moderate in 15 (33.33%), and severe in 10 (22.22%) patients. The most common ADR was peripheral neu"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,5,93.33,93.33,,,,,,,"he most common ADR was peripheral neuropathy (42, 93.33%), followed by lactic acidosis (3, 6.67%), anemia"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,6,6.67,6.67,,,,,,,"thy (42, 93.33%), followed by lactic acidosis (3, 6.67%), anemia (2, 4.44%), and optic neuritis (2, 4.44%"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,7,4.44,4.44,,,,,,,"ollowed by lactic acidosis (3, 6.67%), anemia (2, 4.44%), and optic neuritis (2, 4.44%). Dosing was reduc"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,8,4.44,4.44,,,,,,,"6.67%), anemia (2, 4.44%), and optic neuritis (2, 4.44%). Dosing was reduced in 17 (37.78%) patients, and"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,9,37.78,37.78,,,,,,,"ic neuritis (2, 4.44%). Dosing was reduced in 17 (37.78%) patients, and linezolid was withdrawn entirely i"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,10,42.22,42.22,,,,,,,"ents, and linezolid was withdrawn entirely in 19 (42.22%) patients. Only 9 (20%) patients continued linezo"
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,11,20.0,20,,,,,,,thdrawn entirely in 19 (42.22%) patients. Only 9 (20%) patients continued linezolid unmodified. For mil
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,12,6.67,6.67,,,,,,,".33 weeks, ADR symptoms resolved completely in 4 (6.67%) patients and decreased in 42 (93.33%) patients."
39067941,Adverse drug reactions due to linezolid in the programmatic management of drug-resistant tuberculosis in India: A retrospective multicenter study.,13,93.33,93.33,,,,,,,"letely in 4 (6.67%) patients and decreased in 42 (93.33%) patients. Linezolid ADRs, often neuropathy, freq"
37968050,Comparison of gastric lavage/sputum and stool specimens in the diagnosis of pediatric pulmonary tuberculosis- A pilot study.,0,11.0,11,,,,,,,"Global TB report 2021 mentions 11 % prevalence of pediatric TB, whereas 5.65% of the"
37968050,Comparison of gastric lavage/sputum and stool specimens in the diagnosis of pediatric pulmonary tuberculosis- A pilot study.,1,5.65,5.65,,,,,,,"mentions 11 % prevalence of pediatric TB, whereas 5.65% of the cases were reported from India in 2020. In"
37968050,Comparison of gastric lavage/sputum and stool specimens in the diagnosis of pediatric pulmonary tuberculosis- A pilot study.,2,26.0,26,,,,,,,"fampicin resistance was detected in 13 of the 50 (26%) GL/SP specimens. Of these 13 children, rifampici"
37919487,Current Epidemiology of Pediatric Tuberculosis.,0,31.0,31,,,,,,,"em with TB in children, which accounts for around 31% of the global pediatric TB load. However, over th"
37919487,Current Epidemiology of Pediatric Tuberculosis.,1,7.0,7,,,,,,,"e past 10 y, children have consistently made up 6-7% of all patients treated yearly under the National"
37919487,Current Epidemiology of Pediatric Tuberculosis.,2,56.0,56,,,,,,,"me (NTEP). There is an estimated detection gap of 56% in India, which is the reason for many missed cas"
37919487,Current Epidemiology of Pediatric Tuberculosis.,3,3.0,3,,,,,,,"son for many missed cases of TB in children. Only 3% of children less than 14 y with MDR/RR-TB, are re"
37724763,The Impact of Preventive Treatment for Multidrug- and Rifampin-Resistant Tuberculosis Exceeds Trial-Based Estimates.,0,70.0,70,,,,,,,"an MDR/RR-TPT regimen (assuming 6-month duration, 70% efficacy) and associated active case finding agai"
37724763,The Impact of Preventive Treatment for Multidrug- and Rifampin-Resistant Tuberculosis Exceeds Trial-Based Estimates.,1,72.0,72,,,,,,,"typical trial, MDR/RR-TPT was measured to prevent 72% (interquartile range, 45%-100%) of incident MDR/R"
37724763,The Impact of Preventive Treatment for Multidrug- and Rifampin-Resistant Tuberculosis Exceeds Trial-Based Estimates.,2,45.0,45,,,,,,,"was measured to prevent 72% (interquartile range, 45%-100%) of incident MDR/RR-TB among recipients; the"
37724763,The Impact of Preventive Treatment for Multidrug- and Rifampin-Resistant Tuberculosis Exceeds Trial-Based Estimates.,3,100.0,100,,,,,,,"measured to prevent 72% (interquartile range, 45%-100%) of incident MDR/RR-TB among recipients; the medi"
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,0,85.0,85,,,,,,,"5 MDR/RR-TB cases were detected in India, 56,569 (85%) were put on treatment, and 40,397 (75%) were ini"
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,1,75.0,75,,,,,,,", 56,569 (85%) were put on treatment, and 40,397 (75%) were initiated on shorter drug regimens at the t"
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,2,65.2,65.2,,,,,,,"ded. The success rate using a shorter regimen was 65.2% which is respectable, given the COVID-19 pandemic"
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,3,39.3,39.3,,,,,,,tudy period. Minor adverse events such as nausea (39.3%) and vomiting (34.8%) were reported. Rare adverse
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,4,34.8,34.8,,,,,,,verse events such as nausea (39.3%) and vomiting (34.8%) were reported. Rare adverse effects such as hear
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,5,8.9,8.9,,,,,,,orted. Rare adverse effects such as hearing loss (8.9%) and hypothyroidism (0.2%) were also seen in the
37636185,Prospective study on outcome of MDR-TB using the shorter regimen during COVID-19 pandemic.,6,0.2,0.2,,,,,,,s such as hearing loss (8.9%) and hypothyroidism (0.2%) were also seen in the study population. Overall
37406039,Maternal Colonization Versus Nosocomial Transmission as the Source of Drug-Resistant Bloodstream Infection in an Indian Neonatal Intensive Care Unit: A Prospective Cohort Study.,0,9.3,9.3,21.0,,,,,,"ed, 257 neonates required NICU admission, and 24 (9.3%) developed BSI. Among mothers of neonates with GN"
37406039,Maternal Colonization Versus Nosocomial Transmission as the Source of Drug-Resistant Bloodstream Infection in an Indian Neonatal Intensive Care Unit: A Prospective Cohort Study.,1,47.7,47.7,21.0,,,,,,"ong mothers of neonates with GN BSI (n = 21), 10 (47.7%) had rectal, 5 (23.8%) had vaginal, and 10 (47.7%"
37406039,Maternal Colonization Versus Nosocomial Transmission as the Source of Drug-Resistant Bloodstream Infection in an Indian Neonatal Intensive Care Unit: A Prospective Cohort Study.,2,23.8,23.8,21.0,,,,,,"s with GN BSI (n = 21), 10 (47.7%) had rectal, 5 (23.8%) had vaginal, and 10 (47.7%) had no colonization"
37406039,Maternal Colonization Versus Nosocomial Transmission as the Source of Drug-Resistant Bloodstream Infection in an Indian Neonatal Intensive Care Unit: A Prospective Cohort Study.,3,47.7,47.7,21.0,,,,,,"47.7%) had rectal, 5 (23.8%) had vaginal, and 10 (47.7%) had no colonization with resistant GN organisms."
37406039,Maternal Colonization Versus Nosocomial Transmission as the Source of Drug-Resistant Bloodstream Infection in an Indian Neonatal Intensive Care Unit: A Prospective Cohort Study.,4,57.0,57,,,,,,,". Among 37 of 51 BSI with available NGS data, 21 (57%) showed a single nucleotide polymorphism distance"
37234098,Studying the efficacy of isolation as a control strategy and elimination of tuberculosis in India: A mathematical model.,0,47.0,47,,,,,,,"2.2 million, which was 1.5 million in 2009. About 47% increment in TB case notification in India within"
37234098,Studying the efficacy of isolation as a control strategy and elimination of tuberculosis in India: A mathematical model.,1,22.0,22,,,,,,,nt public health problem. India contributes about 22% of the World's TB burden. Indian National Strateg
37234098,Studying the efficacy of isolation as a control strategy and elimination of tuberculosis in India: A mathematical model.,2,95.0,95,,,,,,,"f the treatment success rate could be achieved to 95%, by contact tracing and isolating at least 50% of"
37234098,Studying the efficacy of isolation as a control strategy and elimination of tuberculosis in India: A mathematical model.,3,50.0,50,,,,,,,"to 95%, by contact tracing and isolating at least 50% of MDR-TB."
36962909,"Cost-effectiveness of short, oral treatment regimens for rifampicin resistant tuberculosis.",0,3.0,3,,,,,,,time horizon. Costs and DALYs were discounted at 3% in the base case. Parameter uncertainty was teste
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,0,0.58,0.58,,,,,,,"tudies were registered in CTRI, with 180 studies (0.58%) being related to tuberculosis. Of these studies,"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,1,42.2,42.2,90.0,,,,,,"ng related to tuberculosis. Of these studies, 76 (42.2%) were interventional in nature. These consisted o"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,2,50.0,50,90.0,,,,,,"evaluating different management or treatment TB (50%, n = 90), diagnostic studies (19.4%, n = 35) and"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,3,19.4,19.4,35.0,,,,,,"r treatment TB (50%, n = 90), diagnostic studies (19.4%, n = 35) and studies related to screening and pre"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,4,7.8,7.8,14.0,,,,,,"tudies related to screening and prevention of TB (7.8%, n = 14). Maximum studies were conducted to evalu"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,5,10.0,10,18.0,,,,,,"to evaluate safety and efficacy of anti-TB drugs (10%, n = 18) and to evaluate efficacy of shortening o"
36740313,Need to reinvigorateTuberculosis research in India - A review of studies registered under clinical trial registry of India.,6,8.9,8.9,16.0,,,,,,"efficacy of shortening of duration of treatment (8.9%, n = 16). The studies related to extra pulmonary"
36272707,Whole-genome sequencing of presumptive MDR-TB isolates from a tertiary healthcare setting in Mumbai.,0,93.0,93,93.0,,,,,,"variants were observed in the rpoB gene (n = 93, 93%), wherein the Ser450Leu was the predominant mutat"
36272707,Whole-genome sequencing of presumptive MDR-TB isolates from a tertiary healthcare setting in Mumbai.,1,73.0,73,68.0,,,,,,"e Ser450Leu was the predominant mutation (n = 68, 73%). Ser315Thr was the most common variant (n = 86,"
36272707,Whole-genome sequencing of presumptive MDR-TB isolates from a tertiary healthcare setting in Mumbai.,2,97.0,97,86.0,,,,,,"). Ser315Thr was the most common variant (n = 86, 97%) that encoded resistance to isoniazid. The Lys43A"
36272707,Whole-genome sequencing of presumptive MDR-TB isolates from a tertiary healthcare setting in Mumbai.,3,89.0,89,65.0,,,,,,"d was the third most predominant variant (n = 65, 89%). In addition to the high levels of resistance ob"
36272707,Whole-genome sequencing of presumptive MDR-TB isolates from a tertiary healthcare setting in Mumbai.,4,63.0,63,63.0,,,,,,"ved a high proportion of Beijing strains (n = 63, 63%). Compared with results from routine diagnostics"
36200688,Factors affecting the treatment outcome of injection based shorter MDR-TB regimen at a referral centre in India.,0,50.91,50.91,,,,,,,"d not. A total of 55 patients were enrolled, with 50.91% being successful (cured/treatment completed) and"
36200688,Factors affecting the treatment outcome of injection based shorter MDR-TB regimen at a referral centre in India.,1,49.09,49.09,,,,,,,"being successful (cured/treatment completed) and 49.09% failing (including failure, lost to follow up, de"
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,0,36.0,36,,,,,,,of the global MDR tuberculosis (TB) burden. About 36% of the MDR MTBC strains are reported fluoroquinol
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,1,69.2,69.2,,,,,,,"al, 1016 MTBC strains were MDR, out of which 703 (69.2%) were pre-XDR and 45 (4.4%) were XDR. Cluster rat"
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,2,4.4,4.4,,,,,,,"DR, out of which 703 (69.2%) were pre-XDR and 45 (4.4%) were XDR. Cluster rates were high among MDR (57."
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,3,57.8,57.8,,,,,,,.4%) were XDR. Cluster rates were high among MDR (57.8%) and pre-XDR/XDR (79%) strains with three dominan
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,4,79.0,79,,,,,,,ates were high among MDR (57.8%) and pre-XDR/XDR (79%) strains with three dominant L2 (Beijing) strain
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,5,40.0,40,,,,,,,ers (Cl 1-3) representing half of the pre-XDR and 40% of the XDR-TB cases. L2 strains were associated w
35989319,High fluoroquinolone resistance proportions among multidrug-resistant tuberculosis driven by dominant L2 Mycobacterium tuberculosis clones in the Mumbai Metropolitan Region.,6,90.6,90.6,,,,,,,had high first-line and FQ resistance rates (81.6-90.6%). Epidemic success analysis using THD showed that
35760485,"Health-related quality of life of multidrug-resistant tuberculosis patients: A study of eastern Uttar Pradesh, India.",0,45.85,45.85,,,,,,,otal of 157 patients were included in the study & 45.85% were dissatisfied with their condition. Social do
35435077,"Spoligotyping of Mycobacterium tuberculosis isolates from Pulmonary Tuberculosis patients from North Karnataka, India.",0,27.0,27,,,,,,,threat to control programmes. India accounts for 27% TB cases worldwide. Our study was undertaken to u
35044136,"Determinants, risk factors and spatial analysis of multi-drug resistant pulmonary tuberculosis in Jodhpur, India.",0,23.0,23,,,,,,,"ic acid amplification test) were performed. 2898 (23%) showed M. TB positive but rifampicin sensitive,"
35044136,"Determinants, risk factors and spatial analysis of multi-drug resistant pulmonary tuberculosis in Jodhpur, India.",1,4.7,4.7,,,,,,,"M. TB positive but rifampicin sensitive, and 590 (4.7%) showed rifampicin resistant. Independent risk fa"
34752317,Drug resistance pattern and mutation pattern in pediatric tuberculosis: Study from north India.,0,61.1,61.1,,,,,,,g resistance by Hain's GenoType MTBDRplus VER 2.0.61.1% were sensitive to isoniazid and rifampicin while
34752317,Drug resistance pattern and mutation pattern in pediatric tuberculosis: Study from north India.,1,15.2,15.2,,,,,,,"were sensitive to isoniazid and rifampicin while 15.2% were DR-TB (38 out of 250). Out of these 38, 22 w"
34752317,Drug resistance pattern and mutation pattern in pediatric tuberculosis: Study from north India.,2,34.2,34.2,,,,,,,"22 were MDR TB, 13 were isoniazid monoresistant (34.2%) and 3 were rifampicin monoresistant. The most co"
34752317,Drug resistance pattern and mutation pattern in pediatric tuberculosis: Study from north India.,3,88.0,88,,,,,,,of rpoB WT8 band and presence of rpoB MUT 3 band (88%). 84.6% of the INH monoresistant isolates showed
34752317,Drug resistance pattern and mutation pattern in pediatric tuberculosis: Study from north India.,4,84.6,84.6,,,,,,,B WT8 band and presence of rpoB MUT 3 band (88%). 84.6% of the INH monoresistant isolates showed high lev
34752313,Prevalence of depression and anxiety among drug resistant tuberculosis: A study in North India.,0,68.0,68,,,,,,,alence rate of depression in MDR-TB and XDR-TB is 68% and 78% respectively. The prevalence of anxiety i
34752313,Prevalence of depression and anxiety among drug resistant tuberculosis: A study in North India.,1,78.0,78,,,,,,,ate of depression in MDR-TB and XDR-TB is 68% and 78% respectively. The prevalence of anxiety is 54% in
34752313,Prevalence of depression and anxiety among drug resistant tuberculosis: A study in North India.,2,54.0,54,,,,,,,nd 78% respectively. The prevalence of anxiety is 54% in MDR-TB and 66% in XDR-TB respectively in our s
34752313,Prevalence of depression and anxiety among drug resistant tuberculosis: A study in North India.,3,66.0,66,,,,,,,y. The prevalence of anxiety is 54% in MDR-TB and 66% in XDR-TB respectively in our study. Duration of
34637049,Mycobacterium tuberculosis strain lineage in mixed tribal population across India and Andaman Nicobar Island.,0,8.6,8.6,,,,,,,"n India, the tribal population constitutes almost 8.6% of the nation's total population. Despite their l"
