region,sex,year,ghecause,causename,deaths,rank_deaths
2_Amr,2,2020,680,"Trachea, bronchus, lung cancers",105649.2607,10
2_Amr,2,2020,1120,Hypertensive heart disease,98963.08149,11
2_Amr,2,2020,650,Colon and rectum cancers,65155.97545,12
2_Amr,2,2020,1230,Cirrhosis of the liver,43825.22495,13
2_Amr,2,2020,670,Pancreas cancer,43181.29128,14
2_Amr,2,2020,710,Cervix uteri cancer,37723.61874,15
2_Amr,2,2021,395,COVID-19,757410.8318,1
2_Amr,2,2021,1130,Ischaemic heart disease,522068.9059,2
2_Amr,2,2021,1140,Stroke,264991.8918,3
2_Amr,2,2021,950,Alzheimer disease and other dementias,260439.1341,4
2_Amr,2,2021,1180,Chronic obstructive pulmonary disease,153865.6028,5
2_Amr,2,2021,800,Diabetes mellitus,153860.7672,6
2_Amr,2,2021,1270,Kidney diseases,133837.406,7
2_Amr,2,2021,390,Lower respiratory infections,127786.9648,8
2_Amr,2,2021,700,Breast cancer,112349.9797,9
2_Amr,2,2021,680,"Trachea, bronchus, lung cancers",106071.3695,10
2_Amr,2,2021,1120,Hypertensive heart disease,102929.0637,11
2_Amr,2,2021,650,Colon and rectum cancers,67194.39843,12
2_Amr,2,2021,1230,Cirrhosis of the liver,47259.13084,13
2_Amr,2,2021,670,Pancreas cancer,44094.23818,14
2_Amr,2,2021,1550,Falls,39478.4766,15
2_Amr,3,2000,1130,Ischaemic heart disease,1031243.638,1
2_Amr,3,2000,1140,Stroke,437420.2371,2
2_Amr,3,2000,1180,Chronic obstructive pulmonary disease,261080.7144,3
2_Amr,3,2000,680,"Trachea, bronchus, lung cancers",226341.3637,4
2_Amr,3,2000,390,Lower respiratory infections,223978.0427,5
2_Amr,3,2000,800,Diabetes mellitus,175437.1832,6
2_Amr,3,2000,1620,Interpersonal violence,159708.6215,7
2_Amr,3,2000,1270,Kidney diseases,139030.2089,8
2_Amr,3,2000,1530,Road injury,132030.4557,9
2_Amr,3,2000,950,Alzheimer disease and other dementias,112719.1434,10
2_Amr,3,2000,650,Colon and rectum cancers,104608.6403,11
2_Amr,3,2000,1230,Cirrhosis of the liver,99394.26366,12
2_Amr,3,2000,500,Preterm birth complications,91683.13589,13
2_Amr,3,2000,700,Breast cancer,85335.5714,14
2_Amr,3,2000,1120,Hypertensive heart disease,81091.398,15
2_Amr,3,2019,1130,Ischaemic heart disease,1053695.795,1
2_Amr,3,2019,1140,Stroke,468997.1793,2
2_Amr,3,2019,950,Alzheimer disease and other dementias,381089.7603,3
2_Amr,3,2019,1180,Chronic obstructive pulmonary disease,346798.7401,4
2_Amr,3,2019,390,Lower respiratory infections,309625.0563,5
2_Amr,3,2019,800,Diabetes mellitus,264500.6754,6
2_Amr,3,2019,1270,Kidney diseases,255721.4899,7
2_Amr,3,2019,680,"Trachea, bronchus, lung cancers",242955.392,8
2_Amr,3,2019,1620,Interpersonal violence,198621.1526,9
2_Amr,3,2019,1120,Hypertensive heart disease,171265.7167,10
2_Amr,3,2019,1230,Cirrhosis of the liver,140922.5387,11
2_Amr,3,2019,1530,Road injury,138237.2358,12
2_Amr,3,2019,650,Colon and rectum cancers,137020.9585,13
2_Amr,3,2019,700,Breast cancer,113357.5518,14
2_Amr,3,2019,740,Prostate cancer,97899.39899,15
2_Amr,3,2020,395,COVID-19,1290305.71,1
2_Amr,3,2020,1130,Ischaemic heart disease,1149086.859,2
2_Amr,3,2020,1140,Stroke,482982.0646,3
2_Amr,3,2020,950,Alzheimer disease and other dementias,412577.2615,4
2_Amr,3,2020,1180,Chronic obstructive pulmonary disease,318523.1828,5
2_Amr,3,2020,800,Diabetes mellitus,308949.3183,6
2_Amr,3,2020,1270,Kidney diseases,276065.3969,7
2_Amr,3,2020,390,Lower respiratory infections,265365.8009,8
2_Amr,3,2020,680,"Trachea, bronchus, lung cancers",235624.7556,9
2_Amr,3,2020,1620,Interpersonal violence,198993.5161,10
2_Amr,3,2020,1120,Hypertensive heart disease,192872.8487,11
2_Amr,3,2020,1230,Cirrhosis of the liver,147278.694,12
2_Amr,3,2020,650,Colon and rectum cancers,136286.6514,13
2_Amr,3,2020,1530,Road injury,132222.991,14
2_Amr,3,2020,700,Breast cancer,111773.9412,15
2_Amr,3,2021,395,COVID-19,1820246.986,1
2_Amr,3,2021,1130,Ischaemic heart disease,1181274.988,2
2_Amr,3,2021,1140,Stroke,493743.3623,3
2_Amr,3,2021,950,Alzheimer disease and other dementias,392948.7549,4
2_Amr,3,2021,1180,Chronic obstructive pulmonary disease,311471.848,5
2_Amr,3,2021,800,Diabetes mellitus,302599.9957,6
2_Amr,3,2021,1270,Kidney diseases,278543.8102,7
2_Amr,3,2021,390,Lower respiratory infections,262801.9712,8
2_Amr,3,2021,680,"Trachea, bronchus, lung cancers",232889.6166,9
2_Amr,3,2021,1620,Interpersonal violence,198763.7826,10
2_Amr,3,2021,1120,Hypertensive heart disease,198145.7112,11
2_Amr,3,2021,1230,Cirrhosis of the liver,155248.6116,12
2_Amr,3,2021,1530,Road injury,145478.0503,13
2_Amr,3,2021,650,Colon and rectum cancers,139749.6653,14
2_Amr,3,2021,870,Drug use disorders,117221.5798,15
2_LMI,1,2000,30,Tuberculosis,1014634.493,1
2_LMI,1,2000,1130,Ischaemic heart disease,965033.4011,2
2_LMI,1,2000,110,Diarrhoeal diseases,810799.7568,3
2_LMI,1,2000,390,Lower respiratory infections,711934.2114,4
2_LMI,1,2000,1140,Stroke,639326.8471,5
2_LMI,1,2000,500,Preterm birth complications,496018.8866,6
2_LMI,1,2000,1180,Chronic obstructive pulmonary disease,446556.1556,7
2_LMI,1,2000,100,HIV/AIDS,430606.7373,8
2_LMI,1,2000,510,Birth asphyxia and birth trauma,364714.3048,9
2_LMI,1,2000,1530,Road injury,306538.7858,10
2_LMI,1,2000,1230,Cirrhosis of the liver,276959.4097,11
2_LMI,1,2000,220,Malaria,239224.109,12
2_LMI,1,2000,150,Measles,223563.0838,13
2_LMI,1,2000,1610,Self-harm,154293.9517,14
2_LMI,1,2000,800,Diabetes mellitus,136155.2531,15
2_LMI,1,2019,1130,Ischaemic heart disease,1795186.34,1
2_LMI,1,2019,1140,Stroke,965464.0632,2
2_LMI,1,2019,1180,Chronic obstructive pulmonary disease,770389.815,3
2_LMI,1,2019,390,Lower respiratory infections,599229.3784,4
2_LMI,1,2019,30,Tuberculosis,519945.8485,5
2_LMI,1,2019,110,Diarrhoeal diseases,444557.2309,6
2_LMI,1,2019,1230,Cirrhosis of the liver,392253.3909,7
2_LMI,1,2019,1530,Road injury,385780.5734,8
2_LMI,1,2019,500,Preterm birth complications,325425.7277,9
2_LMI,1,2019,800,Diabetes mellitus,306452.0315,10
2_LMI,1,2019,1270,Kidney diseases,244269.751,11
2_LMI,1,2019,510,Birth asphyxia and birth trauma,222545.2163,12
2_LMI,1,2019,1610,Self-harm,188558.0706,13
2_LMI,1,2019,100,HIV/AIDS,177052.482,14
2_LMI,1,2019,1550,Falls,175389.8654,15
2_LMI,1,2020,1130,Ischaemic heart disease,1854789.378,1
2_LMI,1,2020,1140,Stroke,1001146.827,2
2_LMI,1,2020,1180,Chronic obstructive pulmonary disease,800762.8646,3
2_LMI,1,2020,395,COVID-19,790005.8435,4
2_LMI,1,2020,390,Lower respiratory infections,581835.5066,5
2_LMI,1,2020,30,Tuberculosis,533888.6328,6
2_LMI,1,2020,110,Diarrhoeal diseases,435762.853,7
2_LMI,1,2020,1230,Cirrhosis of the liver,389477.9865,8
2_LMI,1,2020,1530,Road injury,343707.1052,9
2_LMI,1,2020,800,Diabetes mellitus,321873.2217,10
2_LMI,1,2020,500,Preterm birth complications,315389.3018,11
2_LMI,1,2020,1270,Kidney diseases,252315.7241,12
2_LMI,1,2020,510,Birth asphyxia and birth trauma,215925.7987,13
2_LMI,1,2020,1550,Falls,178255.7935,14
2_LMI,1,2020,1610,Self-harm,175946.9953,15
2_LMI,1,2021,395,COVID-19,2705682.084,1
2_LMI,1,2021,1130,Ischaemic heart disease,1731825.007,2
2_LMI,1,2021,1140,Stroke,944204.4268,3
2_LMI,1,2021,1180,Chronic obstructive pulmonary disease,706184.4342,4
2_LMI,1,2021,390,Lower respiratory infections,559625.9626,5
2_LMI,1,2021,30,Tuberculosis,525170.6355,6
2_LMI,1,2021,110,Diarrhoeal diseases,392384.0845,7
2_LMI,1,2021,1530,Road injury,374752.9825,8
2_LMI,1,2021,1230,Cirrhosis of the liver,371591.3655,9
2_LMI,1,2021,500,Preterm birth complications,306385.0182,10
2_LMI,1,2021,800,Diabetes mellitus,301221.2583,11
2_LMI,1,2021,1270,Kidney diseases,242557.1236,12
2_LMI,1,2021,510,Birth asphyxia and birth trauma,209887.1618,13
2_LMI,1,2021,1610,Self-harm,170835.245,14
2_LMI,1,2021,220,Malaria,170729.4825,15
2_LMI,2,2000,110,Diarrhoeal diseases,859011.0598,1
2_LMI,2,2000,1130,Ischaemic heart disease,820204.6303,2
2_LMI,2,2000,30,Tuberculosis,668096.586,3
2_LMI,2,2000,390,Lower respiratory infections,667824.8835,4
2_LMI,2,2000,1140,Stroke,645897.2888,5
2_LMI,2,2000,100,HIV/AIDS,448880.7703,6
2_LMI,2,2000,500,Preterm birth complications,427333.5854,7
2_LMI,2,2000,1180,Chronic obstructive pulmonary disease,320430.7578,8
2_LMI,2,2000,510,Birth asphyxia and birth trauma,311335.028,9
2_LMI,2,2000,420,Maternal conditions,260537.7639,10
2_LMI,2,2000,150,Measles,236398.1136,11
2_LMI,2,2000,220,Malaria,220437.2032,12
2_LMI,2,2000,1230,Cirrhosis of the liver,158240.4645,13
2_LMI,2,2000,800,Diabetes mellitus,146203.1858,14
2_LMI,2,2000,1120,Hypertensive heart disease,137846.4033,15
2_LMI,2,2019,1130,Ischaemic heart disease,1372521.698,1
2_LMI,2,2019,1140,Stroke,944548.3586,2
2_LMI,2,2019,1180,Chronic obstructive pulmonary disease,626591.5289,3
2_LMI,2,2019,390,Lower respiratory infections,547768.0146,4
2_LMI,2,2019,110,Diarrhoeal diseases,493834.0306,5
2_LMI,2,2019,800,Diabetes mellitus,353492.5269,6
2_LMI,2,2019,30,Tuberculosis,333806.8766,7
2_LMI,2,2019,500,Preterm birth complications,270179.5465,8
2_LMI,2,2019,1120,Hypertensive heart disease,253461.0748,9
2_LMI,2,2019,1270,Kidney diseases,203464.6478,10
2_LMI,2,2019,1230,Cirrhosis of the liver,203374.1484,11
2_LMI,2,2019,700,Breast cancer,197278.2224,12
2_LMI,2,2019,510,Birth asphyxia and birth trauma,182708.4948,13
2_LMI,2,2019,1190,Asthma,170387.4108,14
2_LMI,2,2019,950,Alzheimer disease and other dementias,169276.4734,15
2_LMI,2,2020,1130,Ischaemic heart disease,1380539.947,1
2_LMI,2,2020,1140,Stroke,943358.5624,2
2_LMI,2,2020,1180,Chronic obstructive pulmonary disease,624086.817,3
2_LMI,2,2020,390,Lower respiratory infections,518158.3952,4
2_LMI,2,2020,395,COVID-19,487915.7715,5
2_LMI,2,2020,110,Diarrhoeal diseases,477967.1056,6
2_LMI,2,2020,800,Diabetes mellitus,357234.0626,7
2_LMI,2,2020,30,Tuberculosis,348357.105,8
2_LMI,2,2020,500,Preterm birth complications,260389.3528,9
2_LMI,2,2020,1120,Hypertensive heart disease,254851.1112,10
2_LMI,2,2020,1270,Kidney diseases,204375.7007,11
2_LMI,2,2020,1230,Cirrhosis of the liver,201696.4806,12
2_LMI,2,2020,700,Breast cancer,193508.7033,13
2_LMI,2,2020,950,Alzheimer disease and other dementias,176970.0426,14
2_LMI,2,2020,510,Birth asphyxia and birth trauma,176575.9311,15
2_LMI,2,2021,395,COVID-19,1583302.956,1
2_LMI,2,2021,1130,Ischaemic heart disease,1497633.169,2
2_LMI,2,2021,1140,Stroke,1025194.075,3
2_LMI,2,2021,1180,Chronic obstructive pulmonary disease,675805.8281,4
2_LMI,2,2021,390,Lower respiratory infections,547550.0255,5
2_LMI,2,2021,110,Diarrhoeal diseases,488795.0126,6
2_LMI,2,2021,800,Diabetes mellitus,395735.4849,7
2_LMI,2,2021,30,Tuberculosis,357088.179,8
2_LMI,2,2021,1120,Hypertensive heart disease,276428.5914,9
2_LMI,2,2021,500,Preterm birth complications,252109.4141,10
2_LMI,2,2021,1270,Kidney diseases,227436.6396,11
2_LMI,2,2021,700,Breast cancer,225696.7307,12
2_LMI,2,2021,1230,Cirrhosis of the liver,215088.7279,13
2_LMI,2,2021,950,Alzheimer disease and other dementias,185468.6163,14
2_LMI,2,2021,1190,Asthma,179856.1611,15
2_LMI,3,2000,1130,Ischaemic heart disease,1785238.031,1
2_LMI,3,2000,30,Tuberculosis,1682731.079,2
2_LMI,3,2000,110,Diarrhoeal diseases,1669810.817,3
2_LMI,3,2000,390,Lower respiratory infections,1379759.095,4
2_LMI,3,2000,1140,Stroke,1285224.136,5
2_LMI,3,2000,500,Preterm birth complications,923352.4719,6
2_LMI,3,2000,100,HIV/AIDS,879487.5076,7
2_LMI,3,2000,1180,Chronic obstructive pulmonary disease,766986.9135,8
2_LMI,3,2000,510,Birth asphyxia and birth trauma,676049.3328,9
2_LMI,3,2000,150,Measles,459961.1974,10
2_LMI,3,2000,220,Malaria,459661.3122,11
2_LMI,3,2000,1230,Cirrhosis of the liver,435199.8743,12
2_LMI,3,2000,1530,Road injury,409150.1488,13
2_LMI,3,2000,800,Diabetes mellitus,282358.4389,14
2_LMI,3,2000,420,Maternal conditions,260537.7639,15
2_LMI,3,2019,1130,Ischaemic heart disease,3167708.038,1
2_LMI,3,2019,1140,Stroke,1910012.422,2
2_LMI,3,2019,1180,Chronic obstructive pulmonary disease,1396981.344,3
2_LMI,3,2019,390,Lower respiratory infections,1146997.393,4
2_LMI,3,2019,110,Diarrhoeal diseases,938391.2616,5
2_LMI,3,2019,30,Tuberculosis,853752.7251,6
2_LMI,3,2019,800,Diabetes mellitus,659944.5584,7
2_LMI,3,2019,1230,Cirrhosis of the liver,595627.5393,8
2_LMI,3,2019,500,Preterm birth complications,595605.2742,9
2_LMI,3,2019,1530,Road injury,496969.4348,10
2_LMI,3,2019,1270,Kidney diseases,447734.3988,11
2_LMI,3,2019,510,Birth asphyxia and birth trauma,405253.7111,12
2_LMI,3,2019,1120,Hypertensive heart disease,397644.4959,13
2_LMI,3,2019,1550,Falls,333041.0922,14
2_LMI,3,2019,100,HIV/AIDS,322950.7544,15
2_LMI,3,2020,1130,Ischaemic heart disease,3235329.326,1
2_LMI,3,2020,1140,Stroke,1944505.39,2
2_LMI,3,2020,1180,Chronic obstructive pulmonary disease,1424849.682,3
2_LMI,3,2020,395,COVID-19,1277921.615,4
2_LMI,3,2020,390,Lower respiratory infections,1099993.902,5
2_LMI,3,2020,110,Diarrhoeal diseases,913729.9587,6
2_LMI,3,2020,30,Tuberculosis,882245.7379,7
2_LMI,3,2020,800,Diabetes mellitus,679107.2843,8
2_LMI,3,2020,1230,Cirrhosis of the liver,591174.4671,9
2_LMI,3,2020,500,Preterm birth complications,575778.6545,10
2_LMI,3,2020,1270,Kidney diseases,456691.4247,11
2_LMI,3,2020,1530,Road injury,447784.8241,12
2_LMI,3,2020,1120,Hypertensive heart disease,404465.9051,13
2_LMI,3,2020,510,Birth asphyxia and birth trauma,392501.7298,14
2_LMI,3,2020,220,Malaria,342683.0184,15
2_LMI,3,2021,395,COVID-19,4288985.04,1
2_LMI,3,2021,1130,Ischaemic heart disease,3229458.176,2
2_LMI,3,2021,1140,Stroke,1969398.502,3
2_LMI,3,2021,1180,Chronic obstructive pulmonary disease,1381990.262,4
2_LMI,3,2021,390,Lower respiratory infections,1107175.988,5
2_LMI,3,2021,30,Tuberculosis,882258.8145,6
2_LMI,3,2021,110,Diarrhoeal diseases,881179.0971,7
2_LMI,3,2021,800,Diabetes mellitus,696956.7432,8
2_LMI,3,2021,1230,Cirrhosis of the liver,586680.0935,9
2_LMI,3,2021,500,Preterm birth complications,558494.4323,10
2_LMI,3,2021,1530,Road injury,493504.3578,11
2_LMI,3,2021,1270,Kidney diseases,469993.7632,12
2_LMI,3,2021,1120,Hypertensive heart disease,420862.3504,13
2_LMI,3,2021,510,Birth asphyxia and birth trauma,380825.5592,14
2_LMI,3,2021,1550,Falls,334675.5431,15
3_Sear,1,2000,30,Tuberculosis,793933.7629,1
3_Sear,1,2000,1130,Ischaemic heart disease,596632.3327,2
3_Sear,1,2000,110,Diarrhoeal diseases,564623.7213,3
3_Sear,1,2000,1140,Stroke,460246.4177,4
3_Sear,1,2000,390,Lower respiratory infections,397427.8191,5
3_Sear,1,2000,1180,Chronic obstructive pulmonary disease,381781.8701,6
3_Sear,1,2000,500,Preterm birth complications,329854.7555,7
3_Sear,1,2000,1530,Road injury,222059.4143,8
3_Sear,1,2000,510,Birth asphyxia and birth trauma,214376.9247,9
3_Sear,1,2000,1230,Cirrhosis of the liver,213790.2721,10
3_Sear,1,2000,100,HIV/AIDS,184348.6145,11
3_Sear,1,2000,150,Measles,123284.3008,12
3_Sear,1,2000,1610,Self-harm,111637.6257,13
3_Sear,1,2000,800,Diabetes mellitus,95855.13258,14
3_Sear,1,2000,1190,Asthma,90652.9675,15
3_Sear,1,2019,1130,Ischaemic heart disease,1301009.083,1
3_Sear,1,2019,1140,Stroke,783021.9036,2
3_Sear,1,2019,1180,Chronic obstructive pulmonary disease,715649.3362,3
3_Sear,1,2019,30,Tuberculosis,341410.8631,4
3_Sear,1,2019,1230,Cirrhosis of the liver,309942.7817,5
3_Sear,1,2019,390,Lower respiratory infections,294052.1112,6
3_Sear,1,2019,110,Diarrhoeal diseases,281585.3564,7
3_Sear,1,2019,1530,Road injury,258185.2467,8
3_Sear,1,2019,800,Diabetes mellitus,227730.8189,9
3_Sear,1,2019,1270,Kidney diseases,162529.4526,10
3_Sear,1,2019,500,Preterm birth complications,150425.5424,11
3_Sear,1,2019,1550,Falls,142198.5463,12
3_Sear,1,2019,1610,Self-harm,139854.1844,13
3_Sear,1,2019,620,Mouth and oropharynx cancers,120065.8474,14
3_Sear,1,2019,1190,Asthma,119075.4686,15
3_Sear,1,2020,1130,Ischaemic heart disease,1335582.456,1
3_Sear,1,2020,1140,Stroke,799917.3592,2
3_Sear,1,2020,1180,Chronic obstructive pulmonary disease,739873.1918,3
3_Sear,1,2020,395,COVID-19,629469.1495,4
3_Sear,1,2020,30,Tuberculosis,360650.5127,5
3_Sear,1,2020,1230,Cirrhosis of the liver,303857.2084,6
3_Sear,1,2020,390,Lower respiratory infections,278451.6979,7
3_Sear,1,2020,110,Diarrhoeal diseases,276171.412,8
3_Sear,1,2020,800,Diabetes mellitus,235502.2882,9
3_Sear,1,2020,1530,Road injury,234486.0547,10
3_Sear,1,2020,1270,Kidney diseases,164675.8353,11
3_Sear,1,2020,1550,Falls,143828.7541,12
3_Sear,1,2020,500,Preterm birth complications,141463.7274,13
3_Sear,1,2020,1610,Self-harm,130737.4145,14
3_Sear,1,2020,620,Mouth and oropharynx cancers,119465.8547,15
3_Sear,1,2021,395,COVID-19,2547110.328,1
3_Sear,1,2021,1130,Ischaemic heart disease,1180985.919,2
3_Sear,1,2021,1140,Stroke,701445.9808,3
3_Sear,1,2021,1180,Chronic obstructive pulmonary disease,635325.6473,4
3_Sear,1,2021,30,Tuberculosis,387262.3676,5
3_Sear,1,2021,1230,Cirrhosis of the liver,273639.2285,6
3_Sear,1,2021,1530,Road injury,250680.1672,7
3_Sear,1,2021,390,Lower respiratory infections,245217.8332,8
3_Sear,1,2021,110,Diarrhoeal diseases,231540.8646,9
3_Sear,1,2021,800,Diabetes mellitus,207477.1778,10
3_Sear,1,2021,1270,Kidney diseases,146071.9513,11
3_Sear,1,2021,620,Mouth and oropharynx cancers,136045.9332,12
3_Sear,1,2021,500,Preterm birth complications,134402.7343,13
3_Sear,1,2021,1550,Falls,125243.9127,14
3_Sear,1,2021,1610,Self-harm,122859.5252,15
3_Sear,2,2000,110,Diarrhoeal diseases,646073.4468,1
3_Sear,2,2000,30,Tuberculosis,534568.1247,2
3_Sear,2,2000,1140,Stroke,484941.7138,3
3_Sear,2,2000,1130,Ischaemic heart disease,423429.6419,4
3_Sear,2,2000,390,Lower respiratory infections,404936.3086,5
3_Sear,2,2000,1180,Chronic obstructive pulmonary disease,294777.9721,6
3_Sear,2,2000,500,Preterm birth complications,294634.6326,7
3_Sear,2,2000,510,Birth asphyxia and birth trauma,190709.671,8
3_Sear,2,2000,420,Maternal conditions,146528.6976,9
3_Sear,2,2000,150,Measles,131813.0951,10
3_Sear,2,2000,1230,Cirrhosis of the liver,116343.5502,11
3_Sear,2,2000,800,Diabetes mellitus,106428.0767,12
3_Sear,2,2000,100,HIV/AIDS,101462.4561,13
3_Sear,2,2000,1190,Asthma,98997.94028,14
3_Sear,2,2000,550,Protein-energy malnutrition,91197.56667,15
3_Sear,2,2019,1130,Ischaemic heart disease,870705.6583,1
3_Sear,2,2019,1140,Stroke,786918.6265,2
3_Sear,2,2019,1180,Chronic obstructive pulmonary disease,596588.3849,3
3_Sear,2,2019,110,Diarrhoeal diseases,365702.8084,4
3_Sear,2,2019,390,Lower respiratory infections,291463.9653,5
3_Sear,2,2019,800,Diabetes mellitus,257559.7216,6
3_Sear,2,2019,30,Tuberculosis,204045.4117,7
3_Sear,2,2019,1120,Hypertensive heart disease,169580.427,8
3_Sear,2,2019,1190,Asthma,153087.3663,9
3_Sear,2,2019,1230,Cirrhosis of the liver,150876.0535,10
3_Sear,2,2019,1550,Falls,143853.5263,11
3_Sear,2,2019,950,Alzheimer disease and other dementias,134984.7422,12
3_Sear,2,2019,500,Preterm birth complications,133653.1139,13
3_Sear,2,2019,1270,Kidney diseases,127272.2775,14
3_Sear,2,2019,700,Breast cancer,116448.9571,15
3_Sear,2,2020,1130,Ischaemic heart disease,876403.9242,1
3_Sear,2,2020,1140,Stroke,784544.0882,2
3_Sear,2,2020,1180,Chronic obstructive pulmonary disease,594757.214,3
3_Sear,2,2020,395,COVID-19,377160.9361,4
3_Sear,2,2020,110,Diarrhoeal diseases,355893.6707,5
3_Sear,2,2020,390,Lower respiratory infections,271419.0308,6
3_Sear,2,2020,800,Diabetes mellitus,260465.2216,7
3_Sear,2,2020,30,Tuberculosis,217223.7849,8
3_Sear,2,2020,1120,Hypertensive heart disease,169870.6121,9
3_Sear,2,2020,1190,Asthma,149208.4954,10
3_Sear,2,2020,1230,Cirrhosis of the liver,147929.1279,11
3_Sear,2,2020,1550,Falls,146082.7371,12
3_Sear,2,2020,950,Alzheimer disease and other dementias,143287.0515,13
3_Sear,2,2020,1270,Kidney diseases,129406.3688,14
3_Sear,2,2020,500,Preterm birth complications,125009.5395,15
3_Sear,2,2021,395,COVID-19,1455514.189,1
3_Sear,2,2021,1130,Ischaemic heart disease,954602.014,2
3_Sear,2,2021,1140,Stroke,829283.6711,3
3_Sear,2,2021,1180,Chronic obstructive pulmonary disease,640050.7622,4
3_Sear,2,2021,110,Diarrhoeal diseases,364643.4869,5
3_Sear,2,2021,800,Diabetes mellitus,285096.7943,6
3_Sear,2,2021,390,Lower respiratory infections,282512.8082,7
3_Sear,2,2021,30,Tuberculosis,248513.5733,8
3_Sear,2,2021,1120,Hypertensive heart disease,179695.9027,9
3_Sear,2,2021,1190,Asthma,159222.4653,10
3_Sear,2,2021,1230,Cirrhosis of the liver,156371.3432,11
3_Sear,2,2021,1550,Falls,155788.8132,12
3_Sear,2,2021,950,Alzheimer disease and other dementias,146497.5753,13
3_Sear,2,2021,700,Breast cancer,145786.803,14
3_Sear,2,2021,1270,Kidney diseases,140443.1335,15
3_Sear,3,2000,30,Tuberculosis,1328501.888,1
3_Sear,3,2000,110,Diarrhoeal diseases,1210697.168,2
3_Sear,3,2000,1130,Ischaemic heart disease,1020061.975,3
3_Sear,3,2000,1140,Stroke,945188.1315,4
3_Sear,3,2000,390,Lower respiratory infections,802364.1277,5
3_Sear,3,2000,1180,Chronic obstructive pulmonary disease,676559.8422,6
3_Sear,3,2000,500,Preterm birth complications,624489.3881,7
3_Sear,3,2000,510,Birth asphyxia and birth trauma,405086.5956,8
3_Sear,3,2000,1230,Cirrhosis of the liver,330133.8223,9
3_Sear,3,2000,1530,Road injury,289163.2984,10
3_Sear,3,2000,100,HIV/AIDS,285811.0706,11
3_Sear,3,2000,150,Measles,255097.3959,12
3_Sear,3,2000,800,Diabetes mellitus,202283.2093,13
3_Sear,3,2000,1610,Self-harm,201568.9367,14
3_Sear,3,2000,1190,Asthma,189650.9078,15
3_Sear,3,2019,1130,Ischaemic heart disease,2171714.741,1
3_Sear,3,2019,1140,Stroke,1569940.53,2
3_Sear,3,2019,1180,Chronic obstructive pulmonary disease,1312237.721,3
3_Sear,3,2019,110,Diarrhoeal diseases,647288.1648,4
3_Sear,3,2019,390,Lower respiratory infections,585516.0765,5
3_Sear,3,2019,30,Tuberculosis,545456.2748,6
3_Sear,3,2019,800,Diabetes mellitus,485290.5405,7
3_Sear,3,2019,1230,Cirrhosis of the liver,460818.8352,8
3_Sear,3,2019,1530,Road injury,323089.0436,9
3_Sear,3,2019,1270,Kidney diseases,289801.7301,10
3_Sear,3,2019,1550,Falls,286052.0726,11
3_Sear,3,2019,500,Preterm birth complications,284078.6563,12
3_Sear,3,2019,1190,Asthma,272162.8349,13
3_Sear,3,2019,1120,Hypertensive heart disease,259218.1278,14
3_Sear,3,2019,1610,Self-harm,223942.6382,15
3_Sear,3,2020,1130,Ischaemic heart disease,2211986.38,1
3_Sear,3,2020,1140,Stroke,1584461.447,2
3_Sear,3,2020,1180,Chronic obstructive pulmonary disease,1334630.406,3
3_Sear,3,2020,395,COVID-19,1006630.086,4
3_Sear,3,2020,110,Diarrhoeal diseases,632065.0827,5
3_Sear,3,2020,30,Tuberculosis,577874.2976,6
3_Sear,3,2020,390,Lower respiratory infections,549870.7287,7
3_Sear,3,2020,800,Diabetes mellitus,495967.5098,8
3_Sear,3,2020,1230,Cirrhosis of the liver,451786.3362,9
3_Sear,3,2020,1530,Road injury,296300.1952,10
3_Sear,3,2020,1270,Kidney diseases,294082.2042,11
3_Sear,3,2020,1550,Falls,289911.4912,12
3_Sear,3,2020,1190,Asthma,268099.0419,13
3_Sear,3,2020,500,Preterm birth complications,266473.2669,14
3_Sear,3,2020,1120,Hypertensive heart disease,260973.2522,15
3_Sear,3,2021,395,COVID-19,4002624.517,1
3_Sear,3,2021,1130,Ischaemic heart disease,2135587.933,2
3_Sear,3,2021,1140,Stroke,1530729.652,3
3_Sear,3,2021,1180,Chronic obstructive pulmonary disease,1275376.41,4
3_Sear,3,2021,30,Tuberculosis,635775.9409,5
3_Sear,3,2021,110,Diarrhoeal diseases,596184.3514,6
3_Sear,3,2021,390,Lower respiratory infections,527730.6414,7
3_Sear,3,2021,800,Diabetes mellitus,492573.9721,8
3_Sear,3,2021,1230,Cirrhosis of the liver,430010.5717,9
3_Sear,3,2021,1530,Road injury,319498.0508,10
3_Sear,3,2021,1270,Kidney diseases,286515.0848,11
3_Sear,3,2021,1550,Falls,281032.726,12
3_Sear,3,2021,1190,Asthma,260952.2934,13
3_Sear,3,2021,1120,Hypertensive heart disease,257777.7598,14
3_Sear,3,2021,500,Preterm birth complications,252865.245,15
3_UMI,1,2000,1140,Stroke,1523879.31,1
3_UMI,1,2000,1130,Ischaemic heart disease,1190584.087,2
3_UMI,1,2000,1180,Chronic obstructive pulmonary disease,891363.4966,3
3_UMI,1,2000,680,"Trachea, bronchus, lung cancers",417342.5045,4
3_UMI,1,2000,1530,Road injury,378144.6657,5
3_UMI,1,2000,640,Stomach cancer,334198.445,6
3_UMI,1,2000,390,Lower respiratory infections,325028.2401,7
3_UMI,1,2000,30,Tuberculosis,273560.8945,8
3_UMI,1,2000,1230,Cirrhosis of the liver,248719.2277,9
3_UMI,1,2000,1610,Self-harm,212804.623,10
