iso3,year,c_newinc,e_pop_num,priv_new_dx
ABW,2000,,88759,
ABW,2001,,90303,
ABW,2002,,91380,
ABW,2003,,92308,
ABW,2004,,93211,
ABW,2005,,94227,
ABW,2006,,95403,
ABW,2007,,96581,
ABW,2008,,97802,
ABW,2009,,99024,
ABW,2010,6,100110,
ABW,2011,8,100984,
ABW,2012,28,101774,
ABW,2013,11,102560,
ABW,2014,2,103369,
ABW,2015,6,104180,
ABW,2016,8,104975,
ABW,2017,8,105735,
ABW,2018,5,106439,
ABW,2019,2,107081,
ABW,2020,1,107406,
ABW,2021,6,107549,
ABW,2022,5,107783,
ABW,2023,4,107935,
ABW,2024,9,108064,
AFG,2000,7107,20130323,
AFG,2001,10139,20284311,
AFG,2002,13794,21378110,
AFG,2003,13808,22733047,
AFG,2004,18404,23560660,
AFG,2005,21844,24404569,
AFG,2006,25475,25424099,1
AFG,2007,28769,25909852,
AFG,2008,28301,26482615,265
AFG,2009,26150,27466100,93
AFG,2010,28029,28284084,430
AFG,2011,27983,29347711,819
AFG,2012,28679,30560030,2128
AFG,2013,30507,31622705,2972
AFG,2014,31746,32792530,2826
AFG,2015,35878,33831765,771
AFG,2016,41954,34700602,1175
AFG,2017,46640,35688933,2410
AFG,2018,48420,36743039,3715
AFG,2019,52438,37856118,4276
AFG,2020,45818,39068984,4843
AFG,2021,50324,40000415,6007
AFG,2022,51749,40578848,5886
AFG,2023,49533,41454760,5323
AFG,2024,51319,42647488,6815
AGO,2000,16062,16194869,
AGO,2001,21713,16747217,
AGO,2002,29996,17327706,
AGO,2003,36079,17943699,
AGO,2004,35437,18600422,
AGO,2005,37175,19291166,
AGO,2006,50419,20015282,8
AGO,2007,41292,20778555,
AGO,2008,44576,21578650,
AGO,2009,41221,22414779,502
AGO,2010,44655,23294824,3829
AGO,2011,47240,24218345,4379
AGO,2012,51819,25177397,1673
AGO,2013,58607,26165617,2601
AGO,2014,53552,27160770,2713
AGO,2015,59705,28157791,2146
AGO,2016,59513,29183074,2361
AGO,2017,54401,30234844,1723
AGO,2018,66189,31297151,5926
AGO,2019,74105,32375636,8279
AGO,2020,63147,33451138,1886
AGO,2021,61691,34532427,
AGO,2022,66356,35635039,
AGO,2023,64912,36749909,2360
AGO,2024,85895,37885846,2643
AIA,2000,,11180,
AIA,2001,0,11471,
AIA,2002,0,11684,
AIA,2003,0,11871,
AIA,2004,0,12072,
AIA,2005,,12273,
AIA,2006,0,12472,0
AIA,2007,0,12672,
AIA,2008,,12888,
AIA,2009,,13104,
AIA,2010,1,13351,
AIA,2011,0,13568,
AIA,2012,0,13381,
AIA,2013,0,13258,
AIA,2014,1,13731,
AIA,2015,0,14208,
AIA,2016,0,14319,
AIA,2017,,14427,
AIA,2018,0,14714,
AIA,2019,,14826,
AIA,2020,,14843,
AIA,2021,0,14483,
AIA,2022,1,14181,
AIA,2023,,14413,
AIA,2024,0,14594,
ALB,2000,604,3166141,
ALB,2001,555,3147944,
ALB,2002,594,3134100,
ALB,2003,555,3118092,
ALB,2004,547,3098661,
ALB,2005,506,3076163,
ALB,2006,469,3050802,
ALB,2007,438,3022889,
ALB,2008,427,2992927,
ALB,2009,445,2961484,
ALB,2010,431,2928723,
ALB,2011,422,2911504,
ALB,2012,408,2910006,
ALB,2013,474,2907570,
ALB,2014,408,2903745,
ALB,2015,415,2898635,0
ALB,2016,415,2897873,
ALB,2017,503,2898250,
ALB,2018,440,2894231,
ALB,2019,412,2885006,
ALB,2020,240,2871955,
ALB,2021,269,2849633,
ALB,2022,292,2827605,
ALB,2023,302,2811661,
ALB,2024,232,2791762,
AND,2000,12,65683,
AND,2001,10,65847,
AND,2002,5,66507,
AND,2003,11,69484,
AND,2004,7,74320,
AND,2005,10,77430,
AND,2006,12,79582,
AND,2007,5,81876,
AND,2008,4,83493,
AND,2009,8,83888,
AND,2010,7,80700,
AND,2011,3,77784,
AND,2012,9,76837,
AND,2013,5,75191,
AND,2014,6,73735,
AND,2015,4,72168,
AND,2016,4,72183,
AND,2017,1,73764,
AND,2018,2,75164,
AND,2019,5,76481,
AND,2020,2,77384,
AND,2021,2,78364,
AND,2022,4,79709,
AND,2023,4,80854,
AND,2024,4,81941,
ANT,2000,5,190535,
ANT,2001,9,189980,
ANT,2002,15,191857,
ANT,2003,9,194885,
ANT,2004,11,197791,
ANT,2005,,200348,
ANT,2006,5,202620,
ANT,2007,,204854,
ANT,2008,,207021,
ANT,2009,,209131,
ARE,2000,115,3493570,
ARE,2001,74,3723586,
ARE,2002,90,3956821,
ARE,2003,117,4192446,
ARE,2004,92,4428969,
ARE,2005,103,4664780,
ARE,2006,90,5009098,4
ARE,2007,97,5624630,
ARE,2008,93,6302670,
ARE,2009,116,6707057,
ARE,2010,131,6938366,0
ARE,2011,103,7199430,
ARE,2012,79,7497122,
ARE,2013,81,7831846,
ARE,2014,60,8236871,
ARE,2015,61,8674639,
ARE,2016,64,9030874,
ARE,2017,66,9234318,
ARE,2018,82,9346882,
ARE,2019,80,9377858,
ARE,2020,62,9448530,
ARE,2021,66,9789055,
ARE,2022,65,10242076,
ARE,2023,66,10642078,
ARE,2024,57,11027123,
ARG,2000,11767,37213982,
ARG,2001,11456,37624824,
ARG,2002,11548,38029352,
ARG,2003,10844,38424288,
ARG,2004,11413,38815907,
ARG,2005,10576,39216791,
ARG,2006,9675,39622119,4
ARG,2007,10227,40016758,
ARG,2008,9196,40424153,
ARG,2009,7701,40854822,
ARG,2010,7336,41288691,
ARG,2011,9733,41730665,
ARG,2012,8758,42161716,
ARG,2013,8933,42582454,
ARG,2014,9195,43024070,
ARG,2015,9601,43477004,
ARG,2016,10347,43900304,
ARG,2017,10170,44288897,
ARG,2018,10320,44654884,
ARG,2019,11446,44973466,
ARG,2020,9322,45191968,
ARG,2021,11927,45312281,
ARG,2022,12343,45407904,
ARG,2023,13905,45538407,
ARG,2024,15847,45696155,
ARM,2000,1333,3125627,
ARM,2001,1389,3084350,
ARM,2002,1433,3055629,
ARM,2003,1538,3038967,
ARM,2004,1660,3022541,
ARM,2005,2206,3006350,
ARM,2006,1767,2990374,12
ARM,2007,1682,2974819,
ARM,2008,1655,2959994,
ARM,2009,1560,2945525,
ARM,2010,1410,2931079,36
ARM,2011,1261,2923276,0
ARM,2012,1213,2922541,0
ARM,2013,1397,2922519,0
ARM,2014,1329,2922426,0
ARM,2015,1171,2921181,0
ARM,2016,1027,2918792,
ARM,2017,841,2914969,
ARM,2018,734,2909962,
ARM,2019,621,2903979,
ARM,2020,394,2890893,
ARM,2021,398,2870346,
ARM,2022,440,2880868,
ARM,2023,404,2943390,
ARM,2024,383,2973835,
ASM,2000,3,56851,
ASM,2001,3,57051,
ASM,2002,2,57053,
ASM,2003,3,56972,
ASM,2004,5,56817,
ASM,2005,6,56615,
ASM,2006,4,56367,0
ASM,2007,3,56115,
ASM,2008,3,55836,
ASM,2009,4,55527,
ASM,2010,4,55237,
ASM,2011,3,54892,
ASM,2012,,54487,
ASM,2013,,54006,
ASM,2014,,53467,
ASM,2015,4,52875,
ASM,2016,,52240,
ASM,2017,5,51583,
ASM,2018,0,50901,
ASM,2019,1,50200,
ASM,2020,3,49756,
ASM,2021,,49223,
ASM,2022,,48338,
ASM,2023,,47521,
ASM,2024,,46769,
ATG,2000,4,74911,
ATG,2001,1,76072,
ATG,2002,4,77026,
ATG,2003,1,77885,
ATG,2004,,78721,
ATG,2005,6,79615,
ATG,2006,4,80601,
ATG,2007,2,81697,
ATG,2008,1,82902,
ATG,2009,3,84177,
ATG,2010,7,85323,
ATG,2011,6,86329,
ATG,2012,3,87261,
ATG,2013,10,88063,
ATG,2014,3,88770,
ATG,2015,,89408,
ATG,2016,3,89972,
ATG,2017,1,90469,
ATG,2018,5,90918,
ATG,2019,0,91364,
ATG,2020,2,91845,
ATG,2021,4,92346,
ATG,2022,1,92841,
ATG,2023,1,93317,
ATG,2024,1,93772,
AUS,2000,1043,19132473,
AUS,2001,980,19365439,
AUS,2002,1013,19595360,
AUS,2003,949,19819456,
AUS,2004,1071,20046682,
AUS,2005,1046,20294493,
AUS,2006,1163,20590557,4
AUS,2007,1120,20954557,
AUS,2008,1215,21370593,
AUS,2009,1294,21783011,
AUS,2010,1257,22141580,
AUS,2011,1239,22479779,
AUS,2012,1305,22852647,
AUS,2013,1250,23236273,
AUS,2014,1330,23595610,
AUS,2015,1254,23948003,
AUS,2016,1376,24329960,
AUS,2017,1434,24731028,
AUS,2018,1438,25119698,
AUS,2019,1502,25482711,
AUS,2020,1611,25743794,
AUS,2021,1468,25956421,
AUS,2022,1272,26200982,
AUS,2023,1434,26451115,
AUS,2024,1613,26713208,
AUT,2000,1185,8012926,
AUT,2001,1013,8042236,
AUT,2002,1044,8081637,
AUT,2003,946,8122610,
AUT,2004,895,8173497,
AUT,2005,928,8229203,
AUT,2006,855,8269905,2
AUT,2007,811,8296959,
AUT,2008,,8323250,
AUT,2009,663,8345065,
AUT,2010,662,8365097,
AUT,2011,673,8393267,
AUT,2012,620,8431590,
AUT,2013,624,8481414,
AUT,2014,564,8547825,
AUT,2015,564,8644043,
AUT,2016,619,8737918,
AUT,2017,562,8798780,
AUT,2018,470,8841662,
AUT,2019,464,8880876,
AUT,2020,382,8921405,
AUT,2021,387,8967061,
AUT,2022,366,9064672,
AUT,2023,411,9130417,
AUT,2024,382,9120817,
AZE,2000,5187,8174786,
AZE,2001,4898,8251770,
AZE,2002,5142,8326127,
AZE,2003,3845,8400529,
AZE,2004,5404,8489870,
AZE,2005,6034,8597256,
AZE,2006,5705,8711379,0
AZE,2007,5521,8828310,
AZE,2008,7632,8942648,
AZE,2009,9462,9046335,
AZE,2010,7550,9146845,
AZE,2011,9146,9256153,0
AZE,2012,6363,9376172,
AZE,2013,5860,9504415,0
AZE,2014,5788,9631149,0
AZE,2015,5456,9752854,0
AZE,2016,5159,9868433,
AZE,2017,5231,9968509,
AZE,2018,5038,10039790,
AZE,2019,4823,10110475,
AZE,2020,3683,10181725,
AZE,2021,3663,10234371,
AZE,2022,3989,10295305,
AZE,2023,3965,10318209,
AZE,2024,3741,10336574,
BDI,2000,6421,6470187,
BDI,2001,6478,6634369,
BDI,2002,6371,6824137,
BDI,2003,6822,7043147,
BDI,2004,6871,7310641,
BDI,2005,6585,7587297,
BDI,2006,6114,7865541,8
BDI,2007,6284,8161876,
BDI,2008,6808,8505643,0
BDI,2009,7277,8947647,0
BDI,2010,7611,9376450,0
BDI,2011,6742,9717977,0
BDI,2012,6921,10071033,0
BDI,2013,7467,10439330,0
BDI,2014,7226,10799783,0
BDI,2015,6892,11047577,
BDI,2016,7567,11239452,
BDI,2017,7760,11506760,
BDI,2018,7202,11859453,
BDI,2019,6753,12255332,
BDI,2020,7105,12617029,
BDI,2021,6788,12965488,
BDI,2022,7587,13321096,
BDI,2023,7948,13689449,
BDI,2024,8085,14047782,
BEL,2000,1278,10251715,
BEL,2001,1321,10287004,
BEL,2002,1211,10332975,
BEL,2003,1064,10376266,
BEL,2004,1128,10421297,
BEL,2005,1076,10478888,
BEL,2006,1043,10548441,
BEL,2007,955,10625495,
BEL,2008,939,10709705,
BEL,2009,918,10812942,
BEL,2010,1001,10936624,
BEL,2011,963,11038623,
BEL,2012,909,11107507,
BEL,2013,906,11160274,
BEL,2014,886,11210120,
BEL,2015,928,11275332,
BEL,2016,986,11332700,
BEL,2017,916,11376576,
BEL,2018,913,11428600,
BEL,2019,895,11490615,
BEL,2020,778,11540111,
BEL,2021,817,11570844,
BEL,2022,786,11641823,
BEL,2023,253,11712891,
BEL,2024,,11738764,
BEN,2000,2697,7221619,
BEN,2001,2659,7445589,
BEN,2002,2841,7675440,
BEN,2003,2940,7913076,
BEN,2004,3116,8159100,
BEN,2005,3270,8426142,
BEN,2006,3608,8693239,2
BEN,2007,3565,8953960,
BEN,2008,3872,9228468,
BEN,2009,3878,9509423,
BEN,2010,3756,9797482,359
BEN,2011,4212,10093623,
BEN,2012,3966,10397662,
BEN,2013,3866,10708832,
BEN,2014,3886,11030008,
BEN,2015,3985,11360687,
BEN,2016,3891,11697840,
BEN,2017,3563,12039789,
BEN,2018,4003,12383348,
BEN,2019,4266,12726759,
BEN,2020,3908,13070168,
BEN,2021,3711,13413413,
BEN,2022,4146,13759490,
BEN,2023,4305,14111025,
BEN,2024,4032,14462723,
BFA,2000,2331,11925544,
BFA,2001,2406,12295003,
BFA,2002,2376,12680895,
BFA,2003,2620,13082527,
BFA,2004,2876,13500534,
BFA,2005,3478,13932122,
BFA,2006,3909,14373711,8
BFA,2007,3935,14816301,
BFA,2008,4238,15258096,104
BFA,2009,4716,15710065,
BFA,2010,4800,16176495,34
BFA,2011,5286,16661907,24
BFA,2012,5210,17172281,57
BFA,2013,5326,17695406,0
BFA,2014,5546,18229464,0
BFA,2015,5594,18777482,
BFA,2016,5677,19334855,
BFA,2017,5610,19894401,
BFA,2018,5995,20438280,
BFA,2019,4918,20961951,
BFA,2020,5691,21478686,
BFA,2021,6882,21995233,
BFA,2022,7444,22509032,
BFA,2023,8667,23025766,
BFA,2024,9394,23548779,
BGD,2000,75557,134544303,
BGD,2001,76302,136805811,
BGD,2002,83485,138933661,
BGD,2003,88156,140970343,
BGD,2004,98336,142902854,
BGD,2005,123118,144715788,
BGD,2006,145186,146405974,7
BGD,2007,147342,147989280,
BGD,2008,151062,149474262,
BGD,2009,160875,150873712,398
BGD,2010,153892,152201979,17844
BGD,2011,154358,153591077,17433
BGD,2012,168683,155070104,14934
BGD,2013,184506,156532138,20719
BGD,2014,191166,157964927,22960
BGD,2015,206915,159383187,60879
BGD,2016,222248,160811930,61410
BGD,2017,242639,162186155,61537
BGD,2018,267143,163523104,68314
BGD,2019,291595,164913051,72937
BGD,2020,230081,166298018,55102
BGD,2021,306701,167658866,71027
BGD,2022,261957,169384893,67583
BGD,2023,302813,171466988,64704
BGD,2024,314180,173562368,70248
BGR,2000,3349,8000524,
BGR,2001,3862,7928450,
BGR,2002,3335,7861939,
BGR,2003,3263,7804417,
BGR,2004,3025,7749435,
BGR,2005,3225,7695057,
BGR,2006,3136,7640296,4
BGR,2007,2848,7586881,
BGR,2008,2944,7535598,
BGR,2009,2655,7488011,
BGR,2010,2412,7437599,
BGR,2011,2171,7380013,
BGR,2012,2081,7317019,
BGR,2013,1930,7264601,
BGR,2014,1825,7223457,
BGR,2015,1619,7177516,
BGR,2016,1525,7127436,
BGR,2017,1408,7075629,
BGR,2018,1290,7024743,
BGR,2019,1288,6975478,
BGR,2020,887,6933654,
BGR,2021,673,6877224,
BGR,2022,764,6825865,
BGR,2023,858,6795799,
BGR,2024,,6757686,
BHR,2000,207,669580,
BHR,2001,188,699953,
BHR,2002,191,752198,
BHR,2003,261,811274,
BHR,2004,244,871444,
BHR,2005,280,932601,
BHR,2006,278,994622,4
BHR,2007,296,1057391,
BHR,2008,304,1120720,9
BHR,2009,326,1183600,0
BHR,2010,246,1213246,0
BHR,2011,225,1206733,0
BHR,2012,225,1216307,0
BHR,2013,209,1257202,
BHR,2014,,1312846,
BHR,2015,,1369654,
BHR,2016,154,1429603,
BHR,2017,150,1481990,
BHR,2018,154,1497625,
BHR,2019,178,1485668,
BHR,2020,193,1483076,
BHR,2021,196,1501754,
BHR,2022,188,1533452,
BHR,2023,163,1569662,
BHR,2024,146,1607051,
BHS,2000,82,323837,
BHS,2001,,327844,
BHS,2002,44,331614,
BHS,2003,38,335628,
BHS,2004,53,339781,
BHS,2005,48,343892,
BHS,2006,60,348380,
BHS,2007,46,353336,
BHS,2008,49,358119,
BHS,2009,45,362811,
BHS,2010,31,367468,
BHS,2011,41,371730,
BHS,2012,32,375471,
BHS,2013,33,378952,
BHS,2014,50,382300,
BHS,2015,62,385352,
BHS,2016,89,388049,
BHS,2017,51,390488,
BHS,2018,47,392710,
BHS,2019,51,394681,
BHS,2020,31,395858,
BHS,2021,44,396375,
BHS,2022,48,397541,
BHS,2023,27,399445,
BHS,2024,56,401287,
BIH,2000,2476,4159771,
BIH,2001,2469,4179440,
BIH,2002,1691,4188004,
BIH,2003,1780,4178523,
BIH,2004,2353,4140990,
BIH,2005,2111,4096499,
BIH,2006,1778,4063273,
BIH,2007,2373,4013421,
BIH,2008,1719,3947545,
BIH,2009,1725,3879794,
BIH,2010,1321,3811469,0
BIH,2011,1360,3741788,0
BIH,2012,1409,3670114,0
BIH,2013,1261,3610856,0
BIH,2014,1196,3564832,0
BIH,2015,1092,3518539,0
BIH,2016,907,3472997,
BIH,2017,766,3428681,
BIH,2018,666,3386997,
BIH,2019,580,3345534,
BIH,2020,357,3299353,
BIH,2021,362,3244909,
BIH,2022,432,3204807,
BIH,2023,444,3185078,
BIH,2024,455,3164245,
BLR,2000,6799,9991318,
BLR,2001,5505,9938068,
BLR,2002,5139,9873452,
BLR,2003,5963,9803180,
BLR,2004,5443,9735098,
BLR,2005,5308,9667833,
BLR,2006,5142,9608034,
BLR,2007,5351,9563145,
BLR,2008,5126,9529365,0
BLR,2009,5250,9507338,
BLR,2010,5098,9490743,
BLR,2011,4697,9472735,
BLR,2012,4783,9463078,0
BLR,2013,4470,9464454,0
BLR,2014,3858,9472712,0
BLR,2015,3765,9487292,0
BLR,2016,3211,9499070,
BLR,2017,2781,9495795,
BLR,2018,2359,9480035,
BLR,2019,2207,9435423,
BLR,2020,1514,9350943,
BLR,2021,1484,9251370,
BLR,2022,1670,9173245,
BLR,2023,1555,9115675,
BLR,2024,1241,9056702,
BLZ,2000,106,240793,
BLZ,2001,136,248378,
BLZ,2002,135,256006,
BLZ,2003,99,263786,
BLZ,2004,83,271693,
BLZ,2005,102,279732,
BLZ,2006,85,287889,4
BLZ,2007,63,296099,
BLZ,2008,88,304364,
BLZ,2009,88,312616,
BLZ,2010,145,320236,0
BLZ,2011,74,327304,0
BLZ,2012,84,334417,
BLZ,2013,121,341628,0
BLZ,2014,72,348921,
BLZ,2015,78,356333,
BLZ,2016,120,364704,
BLZ,2017,117,373200,
BLZ,2018,99,380214,
BLZ,2019,91,385830,
BLZ,2020,78,390809,
BLZ,2021,72,395343,
BLZ,2022,75,402727,
BLZ,2023,81,411105,
BLZ,2024,73,417069,
BMU,2000,0,61550,
BMU,2001,0,61848,
BMU,2002,0,62142,
BMU,2003,,62384,
BMU,2004,6,62549,
BMU,2005,,62711,
BMU,2006,3,62818,1
BMU,2007,,63010,
BMU,2008,,63291,
BMU,2009,,63569,
BMU,2010,1,63724,
BMU,2011,1,63734,
BMU,2012,3,63647,
BMU,2013,0,63576,
BMU,2014,0,63532,
BMU,2015,0,63463,
BMU,2016,2,63449,
BMU,2017,2,63576,
BMU,2018,2,63836,
BMU,2019,2,64101,
BMU,2020,3,64384,
BMU,2021,2,64639,
BMU,2022,1,64750,
BMU,2023,2,64703,
BMU,2024,2,64634,
BOL,2000,10127,8606329,
BOL,2001,10531,8752736,
BOL,2002,10201,8900359,
BOL,2003,9836,9050700,
BOL,2004,9801,9204287,
BOL,2005,9748,9360756,
BOL,2006,9014,9521689,
BOL,2007,8574,9685953,
BOL,2008,9070,9850866,
BOL,2009,8865,10016280,
BOL,2010,8363,10182342,
BOL,2011,8521,10348919,
BOL,2012,8257,10515807,
BOL,2013,8327,10682608,
BOL,2014,8079,10848887,
BOL,2015,7831,11014701,
BOL,2016,7681,11180011,
BOL,2017,7576,11344596,
BOL,2018,7597,11508368,
BOL,2019,7461,11671394,
BOL,2020,6007,11816311,
BOL,2021,7071,11937354,
BOL,2022,8073,12077155,
BOL,2023,9322,12244156,
BOL,2024,9302,12413309,
BRA,2000,77899,174018285,
BRA,2001,74466,176301200,
BRA,2002,81436,178503477,
BRA,2003,84060,180622693,
BRA,2004,86881,182675137,
BRA,2005,80675,184688111,
BRA,2006,75647,186653109,4
BRA,2007,75424,188552322,
BRA,2008,77281,190367299,
BRA,2009,76348,192079956,
BRA,2010,75196,193701928,4
BRA,2011,76246,195284741,0
BRA,2012,76492,196876113,0
BRA,2013,77401,198478300,0
BRA,2014,75963,200085119,0
BRA,2015,76301,201675529,
BRA,2016,77076,203218122,
BRA,2017,81159,204703451,
BRA,2018,85108,206107261,
BRA,2019,86258,207455451,
BRA,2020,76582,208660841,
BRA,2021,79904,209550290,
BRA,2022,88661,210306413,
BRA,2023,92226,211140731,
BRA,2024,92863,211998579,
BRB,2000,3,262064,
BRB,2001,6,262434,
BRB,2002,5,264152,
BRB,2003,,265768,
BRB,2004,19,267295,
BRB,2005,,268707,
BRB,2006,5,270009,
BRB,2007,16,271290,
BRB,2008,3,272711,
BRB,2009,2,274121,
BRB,2010,6,275248,
BRB,2011,0,276135,
BRB,2012,4,276938,
BRB,2013,4,277668,
BRB,2014,5,278340,
BRB,2015,0,278982,
BRB,2016,3,279601,
BRB,2017,0,280170,
BRB,2018,1,280712,
BRB,2019,0,281197,
BRB,2020,6,281692,
BRB,2021,1,282141,
BRB,2022,5,282321,
BRB,2023,2,282338,
BRB,2024,,282468,
BRN,2000,307,326426,
BRN,2001,216,333349,
BRN,2002,230,340099,
BRN,2003,209,346642,
BRN,2004,185,352908,
BRN,2005,163,358915,
BRN,2006,202,364665,4
BRN,2007,209,370875,
BRN,2008,223,377806,0
BRN,2009,213,384959,
BRN,2010,237,392336,0
BRN,2011,230,399390,0
BRN,2012,243,405564,0
BRN,2013,212,411206,0
BRN,2014,198,416751,0
BRN,2015,212,422207,
BRN,2016,242,427559,
BRN,2017,238,432776,
BRN,2018,252,437810,
BRN,2019,242,442683,
BRN,2020,314,447400,
BRN,2021,235,451723,
BRN,2022,224,455376,
BRN,2023,260,458954,
BRN,2024,235,462726,
BTN,2000,1140,596861,
BTN,2001,1037,610785,
BTN,2002,1089,624414,
BTN,2003,1026,637659,
BTN,2004,988,650537,
BTN,2005,1007,661865,
BTN,2006,917,670797,
BTN,2007,999,678641,
BTN,2008,961,686349,0
BTN,2009,1125,693991,
BTN,2010,1311,701633,0
BTN,2011,1235,709375,
BTN,2012,1130,717277,
BTN,2013,1080,725268,
BTN,2014,1066,733141,
BTN,2015,963,740614,
BTN,2016,1139,747857,
BTN,2017,865,754334,
BTN,2018,898,759759,
BTN,2019,1005,764826,
BTN,2020,911,770012,
BTN,2021,854,775432,
BTN,2022,794,780925,
BTN,2023,840,786378,
BTN,2024,903,791519,
BWA,2000,9292,1677378,
BWA,2001,9618,1712261,
BWA,2002,10204,1744766,
BWA,2003,9862,1775735,
BWA,2004,10131,1807148,
BWA,2005,10058,1839878,
BWA,2006,8558,1874512,3
BWA,2007,7962,1911192,
BWA,2008,8891,1949960,0
BWA,2009,8362,1990671,0
BWA,2010,7013,2033112,0
BWA,2011,6603,2073531,0
BWA,2012,6848,2108613,
BWA,2013,6834,2140677,
BWA,2014,6019,2172038,
BWA,2015,4972,2203274,
BWA,2016,5460,2234775,
BWA,2017,5274,2266743,
BWA,2018,4654,2299141,
BWA,2019,3089,2332084,
BWA,2020,2484,2365899,
BWA,2021,2350,2401443,
BWA,2022,2624,2439891,
BWA,2023,1753,2480246,
BWA,2024,2402,2521126,
CAF,2000,,3833419,
CAF,2001,2550,3919495,
CAF,2002,4837,4006073,
CAF,2003,3932,4103088,
CAF,2004,3908,4192826,
CAF,2005,3210,4288809,
CAF,2006,6045,4377583,3
CAF,2007,,4462763,
CAF,2008,6803,4558988,
CAF,2009,8743,4529048,956
CAF,2010,6643,4492994,
CAF,2011,5611,4565022,
CAF,2012,8084,4610845,
CAF,2013,8590,4642414,891
CAF,2014,10186,4623184,
CAF,2015,10459,4629322,
CAF,2016,10356,4713664,
CAF,2017,9664,4793509,
CAF,2018,10881,4878659,
CAF,2019,12046,4944696,
CAF,2020,12610,5026626,
CAF,2021,13216,5112092,
CAF,2022,14389,5098039,
CAF,2023,14782,5152418,
CAF,2024,15855,5330691,
CAN,2000,1723,30891798,
CAN,2001,1770,31213576,
CAN,2002,1664,31535575,
CAN,2003,1628,31836477,
CAN,2004,1544,32132682,
CAN,2005,1552,32440185,
CAN,2006,1535,32759168,1
CAN,2007,1518,33092162,
CAN,2008,1561,33449085,
CAN,2009,1563,33826373,
CAN,2010,1361,34196897,
CAN,2011,1430,34555451,
CAN,2012,1653,34922506,
CAN,2013,1638,35293430,
CAN,2014,1568,35634258,
CAN,2015,1640,35962230,
CAN,2016,1738,36353341,
CAN,2017,1796,36808500,
CAN,2018,1796,37295012,
CAN,2019,1912,37782926,
CAN,2020,1765,38171900,
CAN,2021,1904,38454059,
CAN,2022,1968,38821262,
CAN,2023,2218,39299105,
CAN,2024,,39742434,
CHE,2000,577,7184000,
CHE,2001,549,7226398,
CHE,2002,594,7278753,
CHE,2003,572,7333441,
CHE,2004,551,7384200,
CHE,2005,514,7431821,
CHE,2006,473,7478507,4
CHE,2007,420,7545379,
CHE,2008,463,7641735,
CHE,2009,503,7737649,
CHE,2010,508,7825756,
CHE,2011,524,7914376,
CHE,2012,416,7998915,
CHE,2013,466,8091201,
CHE,2014,423,8190233,
CHE,2015,531,8283938,
CHE,2016,573,8374909,
CHE,2017,529,8453631,
CHE,2018,473,8516347,
CHE,2019,402,8577516,
CHE,2020,351,8640574,
CHE,2021,355,8707024,
CHE,2022,346,8792188,
CHE,2023,413,8870559,
CHE,2024,421,8921971,
CHL,2000,3021,15503636,
CHL,2001,3006,15683847,
CHL,2002,2448,15857926,
CHL,2003,2239,16024750,
CHL,2004,2664,16187316,
CHL,2005,2505,16348786,
CHL,2006,2532,16509195,4
CHL,2007,2418,16671580,
CHL,2008,2427,16838998,
CHL,2009,2398,17009736,0
CHL,2010,2376,17181452,123
CHL,2011,2450,17351818,161
CHL,2012,2394,17519118,0
CHL,2013,2412,17686999,
CHL,2014,2383,17864205,
CHL,2015,2569,18047626,
CHL,2016,2548,18267220,
CHL,2017,2740,18558871,
CHL,2018,2947,18893192,
CHL,2019,2912,19197744,
CHL,2020,2420,19370621,
CHL,2021,2631,19456337,
CHL,2022,2880,19553029,
CHL,2023,3151,19658834,
CHL,2024,3091,19764765,
CHN,2000,454372,1269581178,
CHN,2001,470221,1278725053,
CHN,2002,462609,1286866836,
CHN,2003,615868,1294517325,
CHN,2004,798433,1302100319,
CHN,2005,899729,1310027136,
CHN,2006,945175,1318054033,8
CHN,2007,979502,1325813580,
CHN,2008,975821,1333821021,
CHN,2009,965257,1342522712,0
CHN,2010,908399,1351561515,
CHN,2011,899669,1360250669,0
CHN,2012,890645,1369520867,0
CHN,2013,847176,1379008044,0
CHN,2014,819283,1387951973,0
CHN,2015,798439,1396134174,0
CHN,2016,778493,1404052628,0
CHN,2017,773150,1412354727,
CHN,2018,795245,1419008955,0
CHN,2019,728265,1423520349,0
CHN,2020,624715,1426106090,
CHN,2021,585340,1426437266,
CHN,2022,501261,1425179568,
CHN,2023,564918,1422584930,
CHN,2024,531097,1419321279,
CIV,2000,15094,17699004,
CIV,2001,16586,18178918,
CIV,2002,16156,18654775,
CIV,2003,17604,19125547,
CIV,2004,20133,19594988,
CIV,2005,19681,20068463,
CIV,2006,20796,20546804,8
CIV,2007,23033,21030562,
CIV,2008,23688,21514443,61
CIV,2009,22571,21997945,117
CIV,2010,22708,22488056,248
CIV,2011,22476,22981997,501
CIV,2012,23762,23467080,531
CIV,2013,24749,23939772,493
CIV,2014,23275,24527399,319
CIV,2015,22458,25246344,
CIV,2016,21357,25989406,
CIV,2017,20939,26733370,
CIV,2018,21034,27464170,
CIV,2019,21208,28193000,
CIV,2020,19717,28915447,
CIV,2021,20729,29639740,
CIV,2022,21829,30395001,
CIV,2023,21848,31165656,
CIV,2024,21913,31934226,
CMR,2000,5251,14912630,
CMR,2001,11307,15309492,
CMR,2002,11057,15725533,
CMR,2003,16427,16160356,
CMR,2004,17655,16610495,
CMR,2005,21499,17074592,
CMR,2006,23483,17550401,4
CMR,2007,24062,18049903,
